oa_code,All people,Church of Scotland,Roman Catholic,Other Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,Other religion,No religion,Religion not stated
S00089434,80,28,10,5,-,-,-,-,-,-,26,11
S00089435,120,50,4,8,-,-,-,4,-,-,49,5
S00089436,117,50,8,8,-,3,-,-,-,-,42,6
S00089437,142,54,5,15,-,-,-,-,-,-,56,12
S00089438,154,54,18,14,-,-,-,-,-,-,54,14
S00089439,112,57,2,22,-,-,-,-,-,-,25,6
S00089440,59,17,16,3,1,-,-,-,-,-,18,4
S00089441,83,14,9,2,1,1,-,-,-,2,49,5
S00089442,106,23,3,17,1,-,-,-,-,-,53,9
S00089443,63,16,1,5,-,-,-,1,-,-,35,5
S00089444,132,16,10,18,-,2,-,6,-,1,72,7
S00089445,145,22,15,19,1,10,-,5,-,1,63,9
S00089446,109,12,14,16,-,2,1,4,-,-,53,7
S00089447,92,15,10,12,1,2,-,5,-,1,41,5
S00089448,104,13,8,17,3,-,-,5,-,-,54,4
S00089449,141,25,13,10,2,2,-,6,1,1,68,13
S00089450,94,8,15,3,2,2,-,-,-,-,56,8
S00089451,91,27,10,6,-,-,4,-,-,-,35,9
S00089452,99,26,7,1,-,4,-,1,-,-,54,6
S00089453,110,15,22,9,2,-,1,-,-,1,57,3
S00089454,76,20,9,2,-,-,-,-,-,1,37,7
S00089455,93,23,6,4,-,5,-,4,-,-,45,6
S00089456,128,22,6,9,-,14,-,3,-,-,61,13
S00089457,85,17,9,10,1,-,1,1,-,-,36,10
S00089458,79,9,14,6,2,2,-,4,-,2,38,2
S00089459,61,6,6,5,-,4,-,1,2,-,32,5
S00089460,84,42,4,2,1,-,-,1,-,-,26,8
S00089461,104,18,11,6,-,2,-,-,-,3,55,9
S00089462,87,8,11,10,2,1,-,4,-,1,41,9
S00089463,132,19,8,4,1,2,-,2,-,1,86,9
S00089464,133,21,10,9,1,-,1,9,-,3,71,8
S00089465,84,23,8,10,-,-,-,-,-,-,39,4
S00089466,98,30,11,10,-,-,-,8,1,-,36,2
S00089467,82,16,7,8,-,-,-,2,-,1,44,4
S00089468,68,6,11,14,-,1,1,3,-,-,32,-
S00089469,114,17,7,7,-,-,-,11,1,1,62,8
S00089470,72,13,15,-,-,-,-,4,-,1,39,-
S00089471,73,13,15,5,-,2,-,1,-,-,33,4
S00089472,83,16,8,2,-,-,-,1,-,1,53,2
S00089473,94,11,8,4,-,2,-,-,-,-,66,3
S00089474,129,15,12,13,1,6,1,9,1,-,65,6
S00089475,70,13,10,7,-,3,-,1,-,-,33,3
S00089476,59,15,3,2,2,1,-,-,-,-,26,10
S00089477,104,10,12,5,-,4,1,9,-,1,54,8
S00089478,100,14,14,8,2,-,-,1,-,1,50,10
S00089479,71,7,4,5,-,2,-,8,-,1,42,2
S00089480,68,11,8,5,-,-,-,4,-,1,36,3
S00089481,123,24,15,8,-,-,-,3,1,1,60,11
S00089482,72,16,5,4,-,-,-,2,-,-,39,6
S00089483,87,8,8,15,2,-,-,6,-,1,40,7
S00089484,109,23,5,10,-,-,-,4,-,-,60,7
S00089485,68,5,13,11,1,-,-,1,-,-,31,6
S00089486,101,33,8,8,-,2,-,4,-,-,36,10
S00089487,80,26,6,2,1,2,-,3,-,-,33,7
S00089488,122,32,14,11,-,2,-,2,-,-,53,8
S00089489,131,22,11,19,-,2,1,5,-,1,62,8
S00089490,250,46,30,16,1,5,-,7,1,1,126,17
S00089491,109,23,11,4,-,3,-,4,-,1,62,1
S00089492,71,21,12,5,-,2,-,-,-,-,29,2
S00089493,74,18,9,4,-,-,-,1,1,1,33,7
S00089494,74,16,8,7,-,-,-,2,-,-,35,6
S00089495,69,12,10,4,-,1,-,15,-,-,23,4
S00089496,68,11,12,1,1,-,-,6,-,-,32,5
S00089497,213,35,23,22,4,3,1,4,-,2,96,23
S00089498,124,11,15,6,3,1,-,7,-,2,70,9
S00089499,71,18,16,-,-,-,-,-,-,-,37,-
S00089500,91,16,7,5,-,3,-,2,-,1,53,4
S00089501,146,9,24,18,-,-,-,1,-,2,79,13
S00089502,135,10,18,7,-,-,-,-,-,-,89,11
S00089503,62,23,2,1,-,-,-,-,-,-,31,5
S00089504,59,28,8,7,-,-,-,-,-,-,10,6
S00089505,64,31,5,1,-,-,-,-,-,1,18,8
S00089506,88,17,29,2,-,-,-,6,-,1,25,8
S00089507,93,20,10,7,3,1,-,4,-,-,39,9
S00089508,107,13,12,6,1,6,-,3,-,1,57,8
S00089509,51,8,5,-,-,-,-,-,-,-,34,4
S00089510,128,13,27,9,2,-,-,6,-,-,57,14
S00089511,88,16,13,4,2,-,-,6,-,2,40,5
S00089512,58,7,6,3,-,2,-,-,-,-,32,8
S00089513,126,14,10,16,-,1,-,3,-,-,71,11
S00089514,103,12,3,9,-,-,1,5,-,-,69,4
S00089515,268,36,54,34,1,4,-,8,1,2,97,31
S00089516,107,22,10,11,4,1,-,8,-,-,41,10
S00089517,73,18,13,6,-,-,-,2,-,-,26,8
S00089518,171,41,25,10,-,-,-,12,-,1,72,10
S00089519,118,44,3,11,-,-,-,1,-,-,47,12
S00089520,91,40,5,2,-,-,-,-,-,1,33,10
S00089521,131,63,4,9,-,2,-,-,-,2,46,5
S00089522,116,40,6,5,-,-,-,-,-,1,57,7
S00089523,101,34,8,9,-,2,-,-,-,-,43,5
S00089524,99,22,6,6,-,-,-,-,4,-,55,6
S00089525,78,24,3,2,-,-,-,-,-,1,45,3
S00089526,109,36,18,4,-,-,-,-,-,-,44,7
S00089527,107,46,2,5,-,-,-,-,-,2,44,8
S00089528,91,26,4,6,1,-,-,-,-,2,46,6
S00089529,118,30,13,3,-,6,-,1,-,-,57,8
S00089530,67,9,3,5,-,1,-,3,-,-,44,2
S00089531,82,17,1,1,-,-,-,-,-,-,51,12
S00089532,110,30,12,9,-,-,-,1,-,1,50,7
S00089533,79,18,9,10,-,-,-,-,-,1,37,4
S00089534,120,27,11,5,-,2,-,3,-,1,59,12
S00089535,86,23,7,14,1,6,-,3,-,1,31,-
S00089536,114,25,4,6,-,-,-,-,-,-,75,4
S00089537,76,14,5,4,-,-,-,2,-,1,47,3
S00089538,88,18,10,4,-,-,-,-,-,-,51,5
S00089539,79,6,8,6,1,3,-,4,-,-,49,2
S00089540,97,16,5,1,1,-,-,-,-,1,65,8
S00089541,96,19,14,12,-,-,-,-,-,1,38,12
S00089542,124,21,6,12,-,-,-,1,1,-,77,6
S00089543,80,12,3,2,1,2,-,-,-,-,55,5
S00089544,102,10,21,6,-,6,-,-,-,-,50,9
S00089545,62,36,2,2,-,-,-,-,-,-,12,10
S00089546,107,6,9,2,-,-,-,3,-,-,79,8
S00089547,143,25,11,9,-,-,-,-,-,1,90,7
S00089548,161,7,16,17,1,3,-,3,-,-,104,10
S00089549,98,17,5,1,-,-,-,4,-,-,63,8
S00089550,101,29,7,1,-,1,-,1,-,1,57,4
S00089551,76,22,5,1,2,-,-,-,-,-,38,8
S00089552,77,9,36,7,-,3,-,3,-,-,17,2
S00089553,101,50,11,4,1,-,-,-,-,-,28,7
S00089554,69,13,18,3,-,-,-,-,-,1,34,-
S00089555,141,36,15,4,-,5,-,-,-,-,71,10
S00089556,80,25,5,7,-,-,-,-,-,4,35,4
S00089557,138,20,39,8,-,-,-,1,-,-,65,5
S00089558,125,22,5,7,-,-,-,12,-,1,73,5
S00089559,154,41,7,17,2,-,-,4,-,-,76,7
S00089560,78,26,9,1,-,-,-,-,-,-,34,8
S00089561,101,18,11,11,-,-,-,4,-,-,47,10
S00089562,111,33,7,7,2,2,-,3,-,1,46,10
S00089563,76,23,8,7,-,-,-,-,-,-,30,8
S00089564,98,16,9,6,-,-,-,11,-,-,52,4
S00089565,147,34,5,14,1,-,-,4,-,2,79,8
S00089566,140,37,8,10,-,6,-,1,-,-,70,8
S00089567,174,16,48,17,1,-,-,1,-,-,80,11
S00089568,177,17,38,14,-,2,-,-,-,1,81,24
S00089569,111,31,24,10,-,-,-,3,-,-,39,4
S00089570,137,18,24,16,1,-,-,10,-,-,59,9
S00089571,150,21,9,10,1,-,-,10,-,-,77,22
S00089572,76,32,7,6,-,-,-,-,-,1,27,3
S00089573,103,34,11,11,-,-,-,-,-,-,40,7
S00089574,80,7,16,8,-,-,-,7,-,-,35,7
S00089575,72,21,2,9,-,-,-,-,-,-,29,11
S00089576,126,47,5,11,4,-,-,7,-,-,49,3
S00089577,89,3,8,2,2,-,-,5,-,-,69,-
S00089578,109,5,30,11,-,-,-,-,-,-,61,2
S00089579,88,4,10,5,-,-,-,-,-,-,63,6
S00089580,109,4,42,10,-,3,-,-,-,1,44,5
S00089581,89,10,33,9,2,-,-,-,-,-,25,10
S00089582,120,8,66,11,1,1,-,-,-,-,27,6
S00089583,134,19,22,11,1,-,-,5,-,2,68,6
S00089584,66,9,9,4,-,-,-,3,-,-,37,4
S00089585,131,29,3,2,-,-,-,2,-,3,79,13
S00089586,108,7,29,14,-,4,-,2,-,6,40,6
S00089587,69,15,3,10,-,1,-,-,-,1,34,5
S00089588,88,42,5,1,-,-,-,-,-,1,36,3
S00089589,87,46,-,-,1,-,-,-,-,-,36,4
S00089590,107,33,4,9,-,-,-,3,-,-,55,3
S00089591,120,15,25,11,-,-,-,2,-,3,57,7
S00089592,95,10,14,15,-,-,-,-,-,1,46,9
S00089593,120,21,10,-,2,-,5,5,-,-,67,10
S00089594,82,3,39,1,-,-,-,-,-,1,31,7
S00089595,143,35,14,9,-,2,-,2,1,-,65,15
S00089596,100,26,14,2,-,-,-,-,-,-,54,4
S00089597,128,10,15,4,-,-,-,3,-,-,91,5
S00089598,58,8,12,5,-,-,-,2,-,-,27,4
S00089599,130,12,26,22,-,1,-,7,-,1,49,12
S00089600,53,5,7,5,-,-,-,1,-,-,30,5
S00089601,71,13,4,8,-,3,-,-,-,-,32,11
S00089602,123,17,27,6,1,-,-,4,-,-,62,6
S00089603,91,25,18,8,1,3,1,4,-,-,31,-
S00089604,75,16,1,1,-,-,-,7,-,-,40,10
S00089605,139,19,27,12,-,-,-,5,-,1,62,13
S00089606,125,15,33,11,-,-,-,-,-,1,56,9
S00089607,148,2,32,18,-,-,-,19,-,1,50,26
S00089608,61,19,4,2,-,-,-,-,-,-,31,5
S00089609,105,8,31,6,1,3,-,4,-,-,39,13
S00089610,134,31,16,6,1,-,-,-,-,-,73,7
S00089611,85,22,5,4,-,-,-,1,-,-,43,10
S00089612,93,10,26,2,-,-,-,-,-,-,43,12
S00089613,62,14,6,2,-,2,-,-,-,-,35,3
S00089614,175,24,52,14,-,-,-,3,-,2,68,12
S00089615,122,22,24,9,-,-,-,5,-,-,55,7
S00089616,125,12,54,1,2,-,-,7,-,1,38,10
S00089617,156,7,72,14,-,-,-,4,-,-,54,5
S00089618,118,8,43,6,3,1,-,1,-,-,51,5
S00089619,132,12,49,11,3,-,-,1,-,1,47,8
S00089620,153,17,62,10,-,-,-,-,-,-,53,11
S00089621,51,30,1,-,-,-,-,-,-,-,15,5
S00089622,84,21,6,5,-,-,-,-,-,-,49,3
S00089623,104,23,16,2,-,-,-,-,-,-,45,18
S00089624,75,19,2,11,-,1,1,4,-,-,33,4
S00089625,112,30,11,6,-,-,-,14,-,-,39,12
S00089626,157,28,24,13,-,-,1,1,-,2,79,9
S00089627,70,10,14,5,-,1,-,2,-,-,30,8
S00089628,112,13,22,11,-,-,-,5,-,-,52,9
S00089629,169,11,24,16,-,-,1,34,-,1,59,23
S00089630,107,7,13,2,-,5,-,31,-,4,39,6
S00089631,115,9,18,13,-,-,-,2,-,1,66,6
S00089632,111,5,24,2,-,-,-,6,-,3,58,13
S00089633,409,56,39,47,6,2,3,24,-,3,191,38
S00089634,105,33,7,6,-,2,-,7,-,-,44,6
S00089635,60,8,17,3,-,-,-,2,-,1,28,1
S00089636,124,32,10,8,-,-,-,11,-,-,43,20
S00089637,60,7,11,1,-,1,-,5,-,-,30,5
S00089638,101,17,11,10,4,1,-,-,-,-,53,5
S00089639,94,15,19,8,-,1,3,2,-,-,42,4
S00089640,122,27,8,8,-,1,-,4,1,-,64,9
S00089641,61,7,6,5,2,-,-,1,-,1,36,3
S00089642,68,3,17,8,-,-,-,11,-,-,24,5
S00089643,132,14,18,6,-,-,1,4,-,-,76,13
S00089644,181,19,33,15,3,1,4,18,1,-,79,8
S00089645,160,5,29,8,1,3,-,19,-,1,79,15
S00089646,131,25,9,7,-,-,-,13,-,-,62,15
S00089647,148,13,23,13,-,3,1,-,-,-,86,9
S00089648,66,12,8,3,-,-,4,-,-,-,33,6
S00089649,107,20,12,11,6,-,-,-,-,-,50,8
S00089650,134,14,19,11,-,-,2,7,-,1,66,14
S00089651,400,58,30,63,7,4,1,20,-,2,178,37
S00089652,145,25,11,5,-,3,-,5,-,-,88,8
S00089653,114,17,12,4,-,1,-,13,-,1,61,5
S00089654,103,21,12,4,-,2,-,5,-,-,52,7
S00089655,84,18,9,16,1,-,-,-,-,-,36,4
S00089656,85,6,16,5,-,2,-,5,-,1,36,14
S00089657,73,22,6,-,-,5,-,6,-,1,32,1
S00089658,121,18,8,3,6,1,-,3,-,-,75,7
S00089659,218,35,31,22,2,4,1,4,-,2,97,20
S00089660,129,9,19,14,-,-,-,13,1,2,63,8
S00089661,126,14,14,9,4,2,1,5,-,2,65,10
S00089662,95,14,13,7,-,3,-,-,-,1,51,6
S00089663,117,13,16,16,-,6,-,3,-,2,51,10
S00089664,68,15,10,-,1,1,-,-,-,-,35,6
S00089665,102,17,9,8,2,3,-,1,1,2,56,3
S00089666,90,13,13,6,1,2,1,2,-,-,43,9
S00089667,60,12,5,10,-,2,-,3,-,1,27,-
S00089668,89,15,9,12,-,-,-,-,-,3,43,7
S00089669,134,19,24,11,1,4,-,-,1,-,66,8
S00089670,74,12,9,13,2,1,-,8,-,-,20,9
S00089671,316,30,39,34,3,1,-,2,1,3,180,23
S00089672,116,28,9,2,-,-,-,-,-,-,70,7
S00089673,100,39,6,4,3,1,-,-,-,-,39,8
S00089674,138,25,7,16,-,11,-,6,-,1,65,7
S00089675,136,26,19,27,-,8,-,7,-,-,39,10
S00089676,70,6,11,4,-,1,-,4,-,2,30,12
S00089677,120,9,21,19,-,2,-,1,-,-,61,7
S00089678,69,8,19,5,-,2,-,6,-,-,27,2
S00089679,138,22,17,8,2,7,-,13,-,1,54,14
S00089680,118,17,12,9,3,8,-,5,-,1,53,10
S00089681,145,17,19,14,-,-,-,5,-,1,78,11
S00089682,64,1,12,14,-,2,-,-,-,-,28,7
S00089683,78,19,6,6,1,-,-,-,-,-,43,3
S00089684,77,19,8,3,-,-,-,2,-,-,44,1
S00089685,120,13,13,18,-,5,-,11,1,-,56,3
S00089686,63,13,3,8,-,-,-,-,-,-,32,7
S00089687,80,7,11,12,-,-,-,2,-,-,36,12
S00089688,99,16,10,10,-,-,-,1,-,-,53,9
S00089689,58,18,8,5,-,-,-,-,-,-,25,2
S00089690,151,57,7,15,-,-,-,4,-,-,56,12
S00089691,135,31,4,9,-,6,-,2,-,1,68,14
S00089692,59,20,7,3,1,-,-,-,-,-,23,5
S00089693,65,15,8,10,-,-,-,2,-,-,28,2
S00089694,116,18,19,14,-,6,-,9,-,-,42,8
S00089695,118,34,8,11,1,-,-,7,-,-,49,8
S00089696,138,33,13,12,2,2,-,-,-,-,64,12
S00089697,86,16,-,9,-,5,-,10,-,1,35,10
S00089698,103,25,6,5,-,1,-,3,-,-,50,13
S00089699,74,16,10,7,-,-,-,3,-,-,27,11
S00089700,120,19,15,16,-,1,-,2,-,-,52,15
S00089701,85,13,8,2,-,-,-,-,-,-,55,7
S00089702,73,13,18,-,-,-,-,5,-,-,31,6
S00089703,145,41,16,17,-,-,-,-,-,-,56,15
S00089704,115,40,15,9,-,-,-,2,-,-,43,6
S00089705,112,41,2,11,-,-,-,-,-,-,45,13
S00089706,136,47,9,11,-,4,-,5,-,-,47,13
S00089707,97,38,6,6,-,-,-,-,-,-,39,8
S00089708,57,16,8,-,-,-,-,1,-,-,30,2
S00089709,93,45,3,8,1,-,3,-,-,1,27,5
S00089710,132,48,14,6,-,5,-,9,-,2,42,6
S00089711,139,45,7,5,-,4,-,3,-,-,64,11
S00089712,113,41,2,5,2,-,-,4,-,-,54,5
S00089713,105,48,9,8,-,4,-,-,-,-,32,4
S00089714,154,42,19,19,-,-,-,5,-,-,53,16
S00089715,103,26,5,16,-,-,-,-,-,-,43,13
S00089716,128,76,-,11,-,-,-,-,-,-,29,12
S00089717,128,48,3,8,-,3,-,8,-,-,52,6
S00089718,168,37,19,20,-,8,-,-,-,-,69,15
S00089719,189,57,20,10,-,2,-,8,-,1,81,10
S00089720,167,55,20,9,-,3,-,7,-,-,69,4
S00089721,179,33,8,9,-,33,-,27,-,-,62,7
S00089722,95,29,9,4,-,-,-,-,3,-,47,3
S00089723,58,15,2,3,1,1,-,1,-,-,32,3
S00089724,86,19,4,10,-,-,-,7,-,1,42,3
S00089725,96,17,8,19,1,4,-,-,-,-,39,8
S00089726,121,22,9,11,-,-,-,3,-,-,50,26
S00089727,100,17,4,5,1,-,-,2,-,-,61,10
S00089728,92,26,5,8,-,7,-,-,-,1,41,4
S00089729,148,47,15,6,1,-,-,3,-,-,62,14
S00089730,78,12,10,8,-,1,-,1,-,-,44,2
S00089731,113,33,9,9,-,-,-,5,-,-,44,13
S00089732,158,41,17,10,-,-,-,-,-,-,81,9
S00089733,100,19,13,9,1,8,-,-,-,-,34,16
S00089734,94,33,4,8,-,-,-,-,-,2,44,3
S00089735,75,3,6,6,2,1,-,2,-,-,53,2
S00089736,84,14,6,10,-,1,-,1,-,-,49,3
S00089737,86,22,6,10,1,4,-,6,-,-,29,8
S00089738,71,31,2,2,-,-,-,3,-,-,29,4
S00089739,91,41,10,5,-,-,-,-,-,-,27,8
S00089740,124,37,15,12,-,1,1,1,1,-,49,7
S00089741,109,30,23,9,-,-,-,3,-,-,33,11
S00089742,172,52,23,13,-,-,-,-,-,1,71,12
S00089743,164,54,20,17,2,-,-,-,-,2,49,20
S00089744,81,27,5,6,-,-,-,-,-,2,38,3
S00089745,130,43,9,4,2,-,-,-,-,-,68,4
S00089746,121,35,6,11,-,-,-,13,-,-,46,10
S00089747,100,27,11,14,-,-,1,5,-,-,36,6
S00089748,115,41,5,6,-,-,-,-,-,-,58,5
S00089749,62,19,1,3,-,-,-,-,-,-,33,6
S00089750,103,17,12,12,2,2,-,2,-,1,49,6
S00089751,110,23,12,7,1,-,-,2,-,-,45,20
S00089752,108,35,17,5,-,-,1,-,-,-,40,10
S00089753,136,39,24,9,1,2,-,-,-,1,45,15
S00089754,124,46,14,8,-,3,-,-,-,-,42,11
S00089755,65,17,4,4,-,-,-,-,-,-,30,10
S00089756,77,12,7,15,-,-,-,-,-,-,43,-
S00089757,122,28,8,11,1,15,-,2,-,-,48,9
S00089758,112,38,10,17,2,7,-,-,-,-,31,7
S00089759,172,63,7,4,1,7,-,11,-,-,64,15
S00089760,80,19,3,9,2,2,-,5,-,-,37,3
S00089761,59,20,7,2,-,4,-,-,-,-,26,-
S00089762,119,24,9,18,2,4,-,1,-,-,55,6
S00089763,108,37,11,7,-,1,-,-,-,-,44,8
S00089764,131,34,8,11,-,-,-,-,-,-,71,7
S00089765,141,25,23,18,-,-,-,1,-,-,54,20
S00089766,104,30,8,7,-,1,-,7,-,-,38,13
S00089767,64,10,4,4,-,-,-,6,-,-,38,2
S00089768,62,7,3,6,2,1,-,-,-,-,39,4
S00089769,57,19,3,6,1,-,-,1,-,-,24,3
S00089770,102,27,9,7,-,2,2,-,-,-,47,8
S00089771,94,7,11,8,1,1,-,2,-,-,57,7
S00089772,93,15,4,10,-,9,-,3,-,-,45,7
S00089773,108,18,5,8,-,5,1,5,-,-,55,11
S00089774,82,11,15,6,-,3,-,7,3,1,33,3
S00089775,73,16,9,7,3,4,-,-,-,-,32,2
S00089776,94,24,7,7,-,3,-,1,-,-,42,10
S00089777,91,12,14,10,-,2,-,4,-,-,45,4
S00089778,139,14,17,11,-,-,-,6,-,-,82,9
S00089779,92,12,9,5,-,-,-,-,-,2,51,13
S00089780,70,8,8,12,-,-,-,3,-,2,34,3
S00089781,89,20,3,8,2,1,-,1,-,-,45,9
S00089782,71,17,6,6,-,1,-,5,-,-,36,-
S00089783,79,46,3,5,-,-,-,-,1,1,20,3
S00089784,59,7,6,3,-,1,1,-,-,-,36,5
S00089785,153,19,21,12,-,14,-,30,-,1,52,4
S00089786,102,8,6,5,1,-,-,21,-,-,56,5
S00089787,81,15,8,7,-,-,1,2,-,-,45,3
S00089788,68,12,13,3,-,4,1,-,-,-,33,2
S00089789,115,14,6,7,3,5,-,10,-,1,64,5
S00089790,282,55,57,24,4,6,-,4,-,-,112,20
S00089791,66,18,14,-,-,3,-,6,-,-,23,2
S00089792,73,17,6,6,-,-,-,-,-,-,40,4
S00089793,77,12,5,4,-,-,-,6,-,-,48,2
S00089794,71,15,7,2,-,9,-,-,-,-,33,5
S00089795,152,23,9,6,-,10,-,9,-,-,81,14
S00089796,121,21,10,8,-,1,-,11,3,-,62,5
S00089797,90,15,8,4,-,-,-,2,-,-,55,6
S00089798,97,14,5,11,-,4,-,2,-,1,56,4
S00089799,141,32,18,8,-,-,-,-,-,-,67,16
S00089800,107,16,15,9,-,2,-,7,-,-,56,2
S00089801,83,26,6,8,-,-,-,1,-,1,33,8
S00089802,182,43,16,7,-,-,-,3,-,-,103,10
S00089803,83,20,2,-,-,-,-,-,-,-,55,6
S00089804,124,26,6,4,-,-,-,-,-,-,83,5
S00089805,73,19,4,2,-,-,-,-,-,-,44,4
S00089806,113,21,3,3,-,-,-,-,-,-,74,12
S00089807,81,19,4,-,-,-,-,-,-,-,53,5
S00089808,82,16,1,2,-,-,-,-,-,1,62,-
S00089809,92,4,11,7,3,-,-,-,-,-,62,5
S00089810,66,12,12,1,-,-,-,-,-,3,35,3
S00089811,77,15,-,8,1,-,-,-,-,1,44,8
S00089812,98,20,1,3,-,-,-,-,-,-,70,4
S00089813,168,38,7,8,2,-,-,-,-,-,95,18
S00089814,69,31,10,3,-,1,-,-,-,-,23,1
S00089815,94,22,4,7,-,1,-,-,-,-,53,7
S00089816,124,24,17,-,-,7,-,-,-,-,62,14
S00089817,124,26,3,17,-,-,-,-,-,-,67,11
S00089818,93,18,10,12,-,1,-,-,-,-,50,2
S00089819,174,40,11,7,-,5,-,10,-,-,93,8
S00089820,124,18,13,3,1,2,-,-,-,2,76,9
S00089821,114,20,4,2,-,-,-,-,-,1,81,6
S00089822,105,23,17,3,-,-,-,-,-,-,49,13
S00089823,104,23,7,12,-,-,-,-,-,1,54,7
S00089824,166,46,14,9,1,-,-,-,-,-,92,4
S00089825,147,39,16,4,1,-,-,-,-,-,82,5
S00089826,114,18,11,-,-,6,-,-,-,1,70,8
S00089827,126,29,4,7,-,-,-,2,-,-,71,13
S00089828,73,31,2,4,-,-,-,1,-,-,22,13
S00089829,93,24,-,8,-,-,-,6,-,2,44,9
S00089830,124,20,11,5,-,-,-,-,-,-,80,8
S00089831,114,28,3,4,-,-,-,-,-,2,70,7
S00089832,87,22,2,6,-,-,-,-,-,-,55,2
S00089833,145,43,7,5,-,-,-,1,-,-,80,9
S00089834,92,22,1,4,-,-,-,1,-,-,58,6
S00089835,90,22,10,2,-,-,-,-,-,-,49,7
S00089836,166,32,10,14,-,5,-,-,-,2,91,12
S00089837,154,31,10,5,-,-,-,-,-,-,100,8
S00089838,142,23,5,6,-,-,-,-,-,-,101,7
S00089839,87,18,5,4,-,-,-,-,-,1,53,6
S00089840,85,17,2,9,-,-,-,-,-,-,48,9
S00089841,131,35,17,10,-,6,-,1,-,-,53,9
S00089842,82,19,2,1,-,3,-,-,-,-,51,6
S00089843,141,15,10,4,2,-,-,3,-,-,100,7
S00089844,113,24,12,-,-,-,-,-,-,-,72,5
S00089845,137,33,6,7,1,-,-,-,-,-,87,3
S00089846,86,20,-,3,-,6,-,2,-,-,51,4
S00089847,82,15,7,2,-,-,-,-,-,-,50,8
S00089848,123,24,8,9,-,3,-,1,-,-,71,7
S00089849,134,32,7,1,-,-,-,-,-,1,71,22
S00089850,149,15,8,7,1,-,-,-,-,-,113,5
S00089851,82,14,2,-,-,-,-,-,-,-,58,8
S00089852,97,59,5,4,-,-,-,-,-,-,22,7
S00089853,130,24,16,2,-,-,-,-,-,-,78,10
S00089854,95,59,4,7,-,-,-,-,-,2,18,5
S00089855,132,35,6,3,-,-,-,5,-,2,66,15
S00089856,152,44,4,1,-,-,-,-,-,1,91,11
S00089857,116,33,7,7,-,4,-,2,-,-,58,5
S00089858,87,31,12,6,-,-,-,-,-,-,32,6
S00089859,116,11,9,7,-,-,-,6,-,-,78,5
S00089860,102,12,10,1,-,11,-,10,-,-,52,6
S00089861,85,13,9,5,-,-,-,3,-,-,46,9
S00089862,121,31,13,9,1,-,-,2,-,-,51,14
S00089863,158,71,14,6,1,8,-,4,-,-,40,14
S00089864,170,42,20,5,-,4,-,1,-,1,88,9
S00089865,137,31,21,11,1,5,-,1,-,-,59,8
S00089866,81,16,2,2,-,-,-,1,-,-,56,4
S00089867,116,22,1,1,5,6,-,3,-,-,67,11
S00089868,60,16,4,-,-,-,-,-,-,-,32,8
S00089869,159,25,17,14,2,18,-,7,-,-,69,7
S00089870,127,17,11,6,-,-,-,-,-,-,86,7
S00089871,126,39,12,16,-,5,-,-,-,1,52,1
S00089872,147,37,12,12,-,7,-,-,-,-,71,8
S00089873,180,42,18,1,-,20,-,19,-,1,70,9
S00089874,130,22,9,5,2,-,-,3,-,-,76,13
S00089875,133,37,3,13,-,9,-,14,-,-,52,5
S00089876,109,30,4,3,-,-,-,-,-,-,65,7
S00089877,106,22,5,2,-,1,-,-,-,1,65,10
S00089878,93,23,1,12,-,-,-,-,-,-,50,7
S00089879,131,34,17,-,-,17,-,-,-,-,55,8
S00089880,151,63,10,14,-,-,-,-,-,-,57,7
S00089881,170,30,25,17,-,10,-,2,-,-,59,27
S00089882,113,59,12,5,-,-,-,4,-,-,31,2
S00089883,91,45,5,8,1,-,-,1,-,-,28,3
S00089884,111,34,11,4,-,-,-,16,-,1,34,11
S00089885,120,34,8,3,-,-,-,-,-,-,68,7
S00089886,98,43,7,11,-,-,-,-,-,-,20,17
S00089887,100,20,22,4,-,4,-,3,-,1,42,4
S00089888,75,13,12,4,-,1,-,-,1,-,35,9
S00089889,58,15,3,3,1,-,-,-,-,1,26,9
S00089890,111,15,19,7,4,5,-,10,1,1,45,4
S00089891,236,56,31,15,-,-,-,2,-,-,99,33
S00089892,130,19,22,18,1,7,-,10,-,-,43,10
S00089893,128,21,6,4,1,-,-,2,-,-,86,8
S00089894,148,19,17,11,-,4,-,11,-,-,79,7
S00089895,82,14,15,4,-,-,-,3,3,-,38,5
S00089896,81,24,9,4,-,-,-,-,-,-,35,9
S00089897,109,31,4,3,-,4,-,2,-,-,56,9
S00089898,129,21,4,15,-,14,1,4,-,-,62,8
S00089899,116,52,2,7,-,-,-,-,-,1,42,12
S00089900,101,47,2,4,-,1,-,4,-,-,43,-
S00089901,93,27,1,9,-,-,-,-,-,1,46,9
S00089902,157,58,10,2,-,-,-,-,-,-,75,12
S00089903,136,54,7,14,-,-,-,-,-,-,53,8
S00089904,99,8,16,12,-,-,-,3,-,-,51,9
S00089905,104,29,7,4,-,-,-,-,-,-,60,4
S00089906,93,39,9,4,-,-,-,-,-,-,35,6
S00089907,109,52,15,2,-,3,-,-,-,-,35,2
S00089908,116,49,3,10,1,-,-,-,-,-,29,24
S00089909,57,14,5,6,-,-,-,-,-,-,31,1
S00089910,116,26,11,7,1,-,-,2,-,-,65,4
S00089911,159,46,8,8,1,-,-,1,-,-,90,5
S00089912,112,13,7,8,-,-,-,-,-,1,72,11
S00089913,85,26,11,6,-,4,-,-,-,-,32,6
