oa_code,All households,One person household: Aged 65 and over,One person household: Aged under 65,One family only: All aged 65 and over,One family only: Married or same-sex civil partnership couple: No children,One family only: Married or same-sex civil partnership couple: With dependent children,One family only: Married or same-sex civil partnership couple: All children non-dependent,One family only: Cohabiting couple: No children,One family only: Cohabiting couple: With dependent children,One family only: Cohabiting couple: All children non-dependent,One family only: Lone parent: With dependent children,One family only: Lone parent: All children non-dependent,Other households: With dependent children,Other households: All full-time students,Other households: All aged 65 and over,Other households: Other
S00089299,39,24,5,-,2,3,1,1,-,-,1,2,-,-,-,-
S00089300,41,5,5,6,4,4,4,1,1,-,4,2,-,2,-,3
S00089301,47,7,7,8,4,6,2,2,4,-,2,1,1,-,1,2
S00089302,41,7,1,5,6,4,4,1,2,-,2,4,1,2,-,2
S00089303,72,9,9,2,11,7,4,5,-,-,4,7,2,6,-,6
S00089304,62,9,5,6,4,10,8,1,3,1,4,5,1,4,-,1
S00089305,42,18,8,1,5,2,2,-,-,-,1,2,-,-,1,2
S00089306,68,22,8,8,4,1,3,3,2,1,3,3,1,5,-,4
S00089307,55,10,26,2,1,5,1,2,-,1,4,1,-,2,-,-
S00089308,27,1,4,2,3,5,3,1,1,-,6,-,1,-,-,-
S00089309,51,8,4,3,2,10,6,2,-,-,2,6,4,2,-,2
S00089310,72,13,15,3,4,12,2,-,5,-,4,3,1,5,-,5
S00089311,49,9,8,6,7,4,2,4,2,-,1,2,-,-,-,4
S00089312,69,5,14,8,7,13,8,4,4,1,2,-,-,2,-,1
S00089313,75,20,11,10,8,12,1,3,3,1,1,2,-,1,1,1
S00089314,73,3,37,1,9,8,1,8,1,-,1,-,-,2,-,2
S00089315,50,6,8,7,10,9,1,2,2,-,-,3,1,-,-,1
S00089316,49,8,7,8,9,12,3,1,-,-,-,1,-,-,-,-
S00089317,40,3,3,5,12,13,1,1,-,-,1,-,-,-,-,1
S00089318,45,12,3,4,7,10,2,2,1,-,1,-,1,-,-,2
S00089319,60,7,7,7,14,8,3,4,1,1,2,4,-,-,1,1
S00089320,47,6,4,4,6,12,5,4,1,2,1,1,-,-,-,1
S00089321,37,2,5,9,7,9,1,-,-,-,1,2,-,-,-,1
S00089322,55,12,5,8,5,10,3,5,4,-,1,1,1,-,-,-
S00089323,40,8,6,8,4,6,3,1,2,-,-,2,-,-,-,-
S00089324,46,13,4,11,8,5,2,-,1,-,-,-,1,-,-,1
S00089325,43,4,7,6,7,11,4,1,-,-,-,-,1,-,-,2
S00089326,56,6,5,12,10,15,4,1,1,-,-,2,-,-,-,-
S00089327,50,9,4,8,13,4,5,1,2,-,2,2,-,-,-,-
S00089328,59,16,8,17,4,9,2,1,-,-,1,-,-,-,1,-
S00089329,48,10,6,11,7,4,5,-,-,-,-,2,2,-,1,-
S00089330,69,7,14,9,16,17,2,1,1,-,1,1,-,-,-,-
S00089331,69,11,5,13,11,17,4,-,1,-,1,4,2,-,-,-
S00089332,67,8,5,9,12,19,7,2,2,-,-,2,-,-,-,1
S00089333,73,14,4,9,13,20,3,6,2,-,2,-,-,-,-,-
S00089334,67,12,7,10,14,14,5,1,-,-,2,-,-,-,-,2
S00089335,62,8,12,6,6,10,6,5,3,-,1,1,1,-,1,2
S00089336,44,6,7,5,5,9,2,4,1,-,-,3,-,-,-,2
S00089337,29,5,5,4,7,2,1,-,2,-,-,3,-,-,-,-
S00089338,73,20,3,12,10,11,8,2,1,-,3,1,-,-,-,2
S00089339,69,15,5,14,12,13,4,2,-,1,-,1,1,-,1,-
S00089340,68,29,4,10,10,6,4,3,1,-,-,1,-,-,-,-
S00089341,44,11,12,5,6,4,1,2,1,-,1,-,1,-,-,-
S00089342,62,48,2,9,2,-,1,-,-,-,-,-,-,-,-,-
S00089343,49,7,25,2,6,1,-,3,1,-,2,-,-,1,-,1
S00089344,42,9,21,1,3,4,-,-,1,-,2,-,1,-,-,-
S00089345,52,6,15,3,5,2,1,6,3,-,-,4,1,-,-,6
S00089346,64,4,10,12,16,11,5,1,-,-,-,3,-,1,-,1
S00089347,48,8,6,6,7,12,1,3,1,-,2,1,-,-,1,-
S00089348,39,1,3,12,8,3,5,2,1,1,2,-,1,-,-,-
S00089349,45,7,4,7,10,8,4,-,-,-,3,2,-,-,-,-
S00089350,52,11,7,5,6,12,2,2,2,-,-,-,2,1,-,2
S00089351,68,11,6,4,9,23,5,4,2,-,1,-,-,-,-,3
S00089352,60,10,4,8,10,12,10,-,2,-,-,1,1,-,-,2
S00089353,52,9,4,8,12,6,4,4,-,-,1,1,1,1,-,1
S00089354,41,9,3,7,3,9,2,4,-,-,2,1,-,-,-,1
S00089355,58,3,3,8,9,20,6,5,1,-,1,2,-,-,-,-
S00089356,22,1,1,1,1,2,3,1,2,3,-,1,1,-,1,4
S00089357,53,3,15,6,4,4,3,2,4,-,3,3,1,2,-,3
S00089358,42,4,11,5,4,2,-,3,-,-,5,3,1,2,1,1
S00089359,56,12,8,5,3,10,3,3,2,1,5,2,-,-,-,2
S00089360,68,13,22,4,9,4,2,5,1,-,4,3,-,1,-,-
S00089361,72,14,14,10,3,8,6,1,1,-,5,6,2,1,-,1
S00089362,61,39,-,4,6,6,1,1,-,-,1,2,-,1,-,-
S00089363,27,4,3,1,6,3,2,2,1,-,1,1,-,-,-,3
S00089364,67,4,40,1,3,-,-,4,2,-,1,-,-,7,-,5
S00089365,66,-,27,1,4,7,-,8,1,-,1,-,1,6,-,10
S00089366,54,2,18,1,2,7,1,5,-,-,-,1,-,5,-,12
S00089367,54,10,13,3,11,4,1,1,1,-,2,5,1,1,-,1
S00089368,37,1,18,-,3,3,-,5,-,-,-,3,-,3,-,1
S00089369,68,6,29,-,2,7,-,5,2,-,1,-,-,9,-,7
S00089370,74,17,26,9,4,-,-,2,1,-,2,2,-,4,1,6
S00089371,75,13,29,1,12,2,-,7,1,-,3,3,-,2,-,2
S00089372,40,12,10,3,2,2,-,6,1,-,-,-,1,1,1,1
S00089373,56,2,23,2,7,2,2,7,-,-,2,2,-,3,-,4
S00089374,32,4,12,2,6,1,-,3,4,-,-,-,-,-,-,-
S00089375,74,18,12,16,13,6,1,1,1,-,1,3,1,-,-,1
S00089376,71,15,9,18,11,6,2,2,2,-,4,1,-,-,1,-
S00089377,40,8,4,8,10,7,1,-,-,-,1,1,-,-,-,-
S00089378,41,3,4,10,6,7,3,-,2,-,1,3,1,-,1,-
S00089379,75,10,3,18,17,11,9,2,-,-,-,3,-,-,-,2
S00089380,64,13,3,9,10,18,6,2,2,-,-,1,-,-,-,-
S00089381,46,8,1,13,9,9,1,2,1,-,-,-,1,-,-,1
S00089382,59,12,2,15,12,12,1,3,-,-,1,1,-,-,-,-
S00089383,48,4,3,10,10,11,2,3,-,-,-,4,-,-,-,1
S00089384,47,6,8,2,13,10,1,1,1,-,4,-,-,-,1,-
S00089385,72,10,17,11,15,6,-,4,-,1,2,3,1,-,-,2
S00089386,76,4,12,8,22,14,8,4,2,-,-,2,-,-,-,-
S00089387,66,10,2,15,16,10,5,-,2,-,-,3,2,-,-,1
S00089388,56,6,5,4,5,18,8,1,4,-,3,1,1,-,-,-
S00089389,44,7,5,13,7,6,2,-,3,-,-,-,-,-,-,1
S00089390,42,10,8,6,5,6,-,-,1,-,1,3,2,-,-,-
S00089391,72,10,41,6,2,1,1,3,2,-,3,1,-,-,-,2
S00089392,46,12,12,3,1,2,1,-,2,-,6,3,1,-,1,2
S00089393,46,11,9,4,2,3,1,2,2,-,7,1,1,-,-,3
S00089394,44,22,7,6,-,2,1,-,2,-,3,1,-,-,-,-
S00089395,71,18,21,10,7,3,-,2,1,-,6,2,-,-,-,1
S00089396,61,22,30,-,2,-,1,5,-,-,1,-,-,-,-,-
S00089397,44,9,3,4,7,3,3,3,1,-,3,2,4,-,-,2
S00089398,46,7,3,11,12,4,6,-,1,-,-,2,-,-,-,-
S00089399,43,33,3,5,1,-,-,-,-,-,-,-,-,-,1,-
S00089400,47,7,10,5,10,9,2,2,1,-,1,-,-,-,-,-
S00089401,42,7,14,8,2,2,1,1,2,-,1,3,1,-,-,-
S00089402,53,12,19,6,5,3,1,1,2,-,3,-,1,-,-,-
S00089403,41,3,6,7,3,11,2,4,-,-,2,1,1,-,-,1
S00089404,42,9,2,10,6,9,4,-,-,-,-,2,-,-,-,-
S00089405,44,7,3,7,7,9,5,1,2,-,2,1,-,-,-,-
S00089406,51,3,3,6,11,23,3,1,-,-,-,1,-,-,-,-
S00089407,62,15,13,7,4,10,3,1,-,-,6,1,-,1,-,1
S00089408,49,8,14,4,6,10,3,1,-,-,2,-,-,1,-,-
S00089409,49,2,10,8,7,13,3,1,-,-,2,2,-,-,-,1
S00089410,41,-,7,2,6,13,6,-,-,-,3,2,2,-,-,-
S00089411,34,2,2,4,4,10,5,-,1,-,3,3,-,-,-,-
S00089412,76,8,3,23,12,17,5,2,-,-,-,2,3,-,-,1
S00089413,66,3,2,7,21,17,6,-,2,-,4,1,3,-,-,-
S00089414,41,10,16,4,2,4,-,2,-,-,3,-,-,-,-,-
S00089415,44,5,10,5,1,4,3,3,1,2,3,4,2,-,-,1
S00089416,54,2,2,3,7,15,4,3,3,1,6,4,1,-,-,3
S00089417,53,8,3,7,11,13,4,1,1,-,-,4,-,-,-,1
S00089418,55,5,2,12,8,17,3,1,-,-,3,2,-,-,1,1
S00089419,56,4,15,6,7,11,-,1,1,-,6,4,1,-,-,-
S00089420,59,9,6,7,7,16,8,2,1,-,-,-,3,-,-,-
S00089421,63,8,3,5,14,27,2,1,-,-,2,-,-,-,-,1
S00089422,54,11,17,6,10,2,-,2,1,-,2,1,-,-,-,2
S00089423,59,4,3,8,12,22,7,-,-,-,2,-,-,-,-,1
S00089424,52,5,3,8,9,16,4,1,1,-,2,-,2,-,-,1
S00089425,65,1,6,4,13,25,6,3,1,2,2,1,1,-,-,-
S00089426,66,-,13,-,9,33,-,6,2,-,1,2,-,-,-,-
S00089427,30,5,3,3,4,6,4,1,2,-,1,-,1,-,-,-
S00089428,43,7,17,2,-,6,3,2,2,-,1,-,-,-,-,3
S00089429,53,17,3,3,3,17,4,2,2,-,-,-,-,-,1,1
S00089430,66,24,5,10,10,7,2,-,2,-,2,2,-,-,-,2
S00089431,33,9,5,3,-,5,2,3,2,-,2,1,1,-,-,-
S00089432,26,3,3,3,6,3,3,-,2,-,1,1,1,-,-,-
S00089433,48,12,13,1,4,2,-,7,1,-,3,3,-,1,-,1
S00089434,27,2,-,2,4,8,5,2,-,-,2,1,-,-,-,1
S00089435,48,7,4,8,7,14,2,3,2,-,-,1,-,-,-,-
S00089436,48,7,3,7,8,14,5,-,-,-,3,-,-,-,-,1
S00089437,55,4,6,8,11,14,7,1,-,-,-,2,1,-,-,1
S00089438,54,3,1,7,19,16,4,-,2,-,-,-,2,-,-,-
S00089439,44,5,2,7,7,12,8,1,-,-,1,-,1,-,-,-
S00089440,22,1,2,4,4,8,1,1,-,-,-,-,-,-,-,1
S00089441,44,6,13,1,4,3,-,4,5,-,5,1,-,2,-,-
S00089442,61,13,20,3,10,4,4,2,1,-,1,1,-,-,-,2
S00089443,36,4,11,2,7,-,-,4,3,-,1,1,-,1,-,2
S00089444,75,-,28,-,7,2,-,11,-,-,2,1,-,7,-,17
S00089445,72,2,24,-,4,5,-,7,1,-,1,2,-,9,-,17
S00089446,50,-,20,-,2,3,-,3,-,-,1,-,-,13,-,8
S00089447,47,-,19,-,5,4,1,3,1,-,1,-,1,7,-,5
S00089448,52,-,18,-,1,6,-,10,-,-,-,1,-,6,-,10
S00089449,80,3,31,-,7,2,3,10,-,1,4,2,1,7,-,9
S00089450,43,-,17,1,3,2,2,1,4,1,7,2,2,-,-,1
S00089451,61,27,16,5,-,3,1,1,1,-,2,1,-,2,-,2
S00089452,76,21,35,3,8,2,-,2,-,-,3,1,-,1,-,-
S00089453,78,2,54,-,2,1,-,8,-,-,1,2,2,4,-,2
S00089454,47,6,19,5,6,-,1,5,-,-,-,1,1,1,-,2
S00089455,66,17,30,2,6,3,-,4,1,-,1,1,-,-,-,1
S00089456,77,8,32,5,1,8,2,8,-,-,1,2,-,5,-,5
S00089457,54,1,30,-,1,1,-,5,-,-,-,2,-,8,-,6
S00089458,46,-,22,-,2,3,-,6,2,-,1,1,-,3,-,6
S00089459,39,-,19,-,8,-,-,7,-,-,-,1,1,2,-,1
S00089460,75,52,14,7,1,-,-,-,-,-,-,-,-,-,-,1
S00089461,76,4,45,2,2,1,-,12,-,-,1,1,-,2,1,5
S00089462,57,1,31,-,5,-,-,7,-,-,-,-,-,4,-,9
S00089463,70,5,33,2,1,-,-,9,2,-,1,3,1,8,-,5
S00089464,67,2,27,1,5,4,1,11,-,-,-,1,-,9,-,6
S00089465,57,2,32,-,3,2,-,7,-,-,-,-,-,4,-,7
S00089466,33,-,15,-,3,3,-,5,-,-,-,-,-,4,-,3
S00089467,49,-,25,-,3,1,-,4,1,1,2,1,-,3,-,8
S00089468,41,-,27,-,-,4,-,1,-,-,4,-,-,2,-,3
S00089469,50,-,16,-,3,5,1,2,2,-,5,1,-,11,-,4
S00089470,41,1,16,-,4,1,-,3,-,-,-,-,-,8,-,8
S00089471,42,-,20,-,7,5,-,3,-,-,-,-,-,4,-,3
S00089472,46,2,22,1,3,4,-,3,3,-,4,-,-,2,-,2
S00089473,59,1,27,1,4,-,-,14,2,1,2,-,-,2,-,5
S00089474,94,2,62,-,6,3,-,10,-,-,-,-,-,6,-,5
S00089475,43,4,20,-,2,4,1,7,-,-,-,-,-,3,-,2
S00089476,37,2,15,-,4,-,-,10,-,-,1,1,1,2,-,1
S00089477,58,1,18,-,4,2,2,10,-,-,-,2,-,13,-,6
S00089478,54,3,16,-,1,1,-,4,-,-,1,3,1,22,-,2
S00089479,42,2,16,-,6,2,-,5,-,-,1,-,-,6,-,4
S00089480,40,2,15,1,1,2,-,2,-,1,-,-,-,8,-,8
S00089481,61,-,12,-,2,2,1,9,-,-,-,1,1,19,-,14
S00089482,48,1,25,1,1,1,-,10,1,-,-,-,-,5,-,3
S00089483,46,1,17,1,4,2,-,6,-,-,-,1,1,9,-,4
S00089484,63,13,18,4,5,2,4,3,-,1,2,2,-,3,-,6
S00089485,42,-,22,-,5,2,-,7,-,-,-,-,-,6,-,-
S00089486,72,27,18,8,10,1,-,4,1,-,-,-,-,1,-,2
S00089487,55,15,18,4,3,1,-,8,2,-,2,-,-,1,1,-
S00089488,63,14,25,4,3,1,-,7,-,-,1,-,-,5,-,3
S00089489,79,3,39,-,3,2,-,2,1,-,-,1,-,19,-,9
S00089490,79,6,36,-,4,2,1,8,1,1,1,1,-,12,-,6
S00089491,46,-,19,-,3,1,1,8,-,-,-,2,-,7,-,5
S00089492,51,9,23,2,9,1,-,4,-,-,1,2,-,-,-,-
S00089493,40,9,10,6,4,-,-,4,2,-,-,-,-,2,-,3
S00089494,51,7,23,5,7,1,-,4,1,-,-,1,-,-,-,2
S00089495,43,10,15,1,5,5,-,2,2,-,-,-,-,1,-,2
S00089496,48,11,19,1,4,1,1,8,-,-,-,-,-,1,-,2
S00089497,70,6,22,5,2,8,-,5,1,-,1,1,-,11,-,8
S00089498,57,1,9,2,6,3,-,7,5,1,8,5,2,2,-,6
S00089499,36,2,12,1,1,4,1,1,2,-,7,3,1,-,-,1
S00089500,46,9,10,1,4,4,1,2,1,1,4,-,-,3,-,6
S00089501,68,2,21,-,1,7,5,4,6,2,8,4,-,3,-,5
S00089502,65,6,17,-,-,4,4,5,3,-,11,7,2,2,-,4
S00089503,56,39,11,5,1,-,-,-,-,-,-,-,-,-,-,-
S00089504,52,37,8,3,3,-,-,-,-,-,-,-,-,-,-,1
S00089505,50,21,15,10,4,-,-,-,-,-,-,-,-,-,-,-
S00089506,48,2,22,1,4,5,1,4,1,-,4,1,-,-,-,3
S00089507,52,6,21,1,2,6,-,4,1,-,4,4,2,-,-,1
S00089508,53,1,15,1,4,2,3,2,4,-,7,6,1,-,1,6
S00089509,31,1,16,-,3,2,-,6,-,-,-,-,-,1,-,2
S00089510,55,2,17,-,2,8,4,-,3,-,6,1,4,2,-,6
S00089511,44,-,16,1,2,6,-,5,2,-,7,-,1,2,-,2
S00089512,42,1,28,1,1,1,1,4,-,-,3,-,-,1,-,1
S00089513,63,3,21,2,3,4,4,3,3,-,8,6,-,4,-,2
S00089514,40,4,9,1,3,4,2,1,3,-,9,2,-,1,-,1
S00089515,62,5,23,3,2,11,2,3,3,-,1,1,-,5,-,3
S00089516,64,5,33,-,8,3,1,6,1,1,1,-,-,3,-,2
S00089517,52,21,15,3,-,2,1,5,1,-,-,1,-,1,-,2
S00089518,101,33,24,6,8,7,1,2,3,1,10,3,1,1,1,-
S00089519,53,9,6,10,10,6,5,1,-,-,1,1,2,-,1,1
S00089520,42,5,2,6,11,5,3,2,-,-,2,4,1,-,-,1
S00089521,71,21,12,7,14,7,3,-,3,1,-,1,1,1,-,-
S00089522,52,9,6,3,10,6,4,2,1,-,3,2,-,2,-,4
S00089523,47,10,3,2,7,5,2,1,3,-,4,6,-,3,-,1
S00089524,56,13,10,4,9,3,1,5,2,-,3,3,1,-,-,2
S00089525,39,6,6,7,4,3,1,3,3,-,2,3,-,-,-,1
S00089526,75,43,11,10,1,3,-,3,3,-,1,-,-,-,-,-
S00089527,75,44,9,8,4,2,1,2,-,1,-,-,-,-,1,3
S00089528,64,11,34,3,6,1,2,2,-,-,2,2,-,1,-,-
S00089529,58,7,11,8,7,5,2,6,1,-,3,4,1,-,-,3
S00089530,36,5,11,1,1,2,2,3,3,-,1,2,-,2,-,3
S00089531,44,7,10,1,5,3,1,5,1,-,4,5,-,-,-,2
S00089532,58,6,15,2,6,5,2,2,3,-,4,7,-,1,-,5
S00089533,40,6,10,2,1,3,5,4,1,-,6,-,1,-,-,1
S00089534,59,4,14,7,-,3,7,6,4,-,3,9,-,1,-,1
S00089535,42,7,10,2,3,7,2,1,1,1,4,2,-,-,-,2
S00089536,64,9,24,3,3,7,1,3,1,-,7,5,-,-,-,1
S00089537,37,4,7,2,4,2,3,4,5,-,1,2,-,1,-,2
S00089538,38,8,3,4,3,2,4,2,4,-,3,1,-,1,-,3
S00089539,41,3,18,-,1,5,2,1,4,-,2,4,1,-,-,-
S00089540,48,3,20,2,3,5,1,1,4,-,6,1,1,-,-,1
S00089541,44,9,10,1,3,7,2,-,1,1,3,3,1,-,1,2
S00089542,83,1,53,-,4,1,-,13,7,-,-,1,-,-,-,3
S00089543,54,4,33,1,2,-,-,4,2,-,2,1,2,1,1,1
S00089544,52,4,17,-,4,2,-,6,2,-,9,4,1,-,-,3
S00089545,55,42,6,5,2,-,-,-,-,-,-,-,-,-,-,-
S00089546,47,2,12,1,2,3,1,3,3,1,11,3,2,2,-,1
S00089547,69,7,15,4,10,7,3,6,-,1,10,2,1,1,-,2
S00089548,104,3,63,-,4,6,3,10,2,-,4,1,-,4,-,4
S00089549,61,6,27,3,3,3,1,7,1,1,4,1,-,2,-,2
S00089550,50,6,10,-,6,1,1,2,4,1,9,4,-,1,1,4
S00089551,60,15,30,2,5,1,-,5,-,-,-,1,-,1,-,-
S00089552,35,1,10,-,7,4,-,5,1,-,-,-,2,-,-,5
S00089553,36,-,23,1,4,1,1,2,3,-,-,-,-,-,-,1
S00089554,41,2,23,1,2,3,-,1,-,1,4,-,1,1,-,2
S00089555,71,6,18,11,7,6,5,8,4,-,2,2,-,1,-,1
S00089556,46,6,19,2,8,5,-,-,2,-,-,-,1,-,-,3
S00089557,95,3,59,-,5,5,1,10,1,-,2,-,-,3,-,6
S00089558,58,2,17,1,7,5,-,7,4,-,8,1,1,-,-,5
S00089559,70,6,19,4,4,13,4,3,3,-,6,6,1,1,-,-
S00089560,53,13,22,1,4,4,-,6,1,-,-,-,-,-,-,2
S00089561,41,3,8,4,1,5,1,4,3,-,5,2,1,2,-,2
S00089562,62,13,21,3,7,5,-,2,2,-,4,1,1,-,-,3
S00089563,40,6,6,4,4,1,1,5,2,-,2,2,-,5,-,2
S00089564,45,5,7,2,6,6,-,1,1,-,4,5,-,4,-,4
S00089565,71,6,16,1,6,7,1,7,3,-,7,8,1,4,-,4
S00089566,68,6,16,4,5,6,3,4,1,1,5,4,1,8,-,4
S00089567,62,3,13,-,-,13,3,1,3,-,14,2,5,-,-,5
S00089568,64,2,12,-,4,15,4,4,2,-,6,4,-,5,-,6
S00089569,74,36,18,-,7,2,-,1,1,-,2,-,2,1,-,4
S00089570,54,2,12,1,1,7,1,2,2,-,13,3,4,2,-,4
S00089571,61,4,17,2,8,8,-,3,-,2,1,1,5,6,-,4
S00089572,41,10,10,3,5,2,4,2,1,-,1,-,-,1,-,2
S00089573,48,5,14,5,3,7,3,3,2,-,-,2,1,2,-,1
S00089574,46,-,21,-,4,2,-,11,-,-,2,-,-,4,-,2
S00089575,35,5,4,6,5,6,1,4,-,-,-,1,-,1,-,2
S00089576,53,-,10,7,9,8,1,7,2,-,1,-,-,4,-,4
S00089577,37,1,13,-,1,2,-,2,1,-,8,3,4,1,-,1
S00089578,41,-,9,1,1,7,1,3,3,-,7,1,2,2,-,4
S00089579,38,-,13,-,4,5,-,1,3,-,5,2,1,3,-,1
S00089580,44,1,10,-,5,6,1,2,5,-,4,3,4,-,-,3
S00089581,35,1,9,-,4,8,1,3,-,-,4,-,-,-,-,5
S00089582,53,-,17,1,1,15,-,2,3,1,5,-,-,1,-,7
S00089583,77,13,26,2,7,-,2,6,3,-,6,3,2,-,-,7
S00089584,38,6,15,-,3,1,2,4,2,-,1,1,2,1,-,-
S00089585,59,3,20,1,7,10,3,3,5,-,3,1,-,-,-,3
S00089586,43,-,8,-,4,4,2,1,3,-,9,1,-,3,-,8
S00089587,43,5,20,-,5,2,1,-,-,-,5,1,1,2,-,1
S00089588,45,6,9,8,10,5,4,-,-,-,2,1,-,-,-,-
S00089589,40,6,4,5,10,4,6,1,1,-,-,2,-,-,-,1
S00089590,53,9,9,6,10,6,3,3,-,1,1,1,-,2,-,2
S00089591,45,2,4,2,7,10,4,4,1,-,4,-,1,3,1,2
S00089592,47,5,13,2,1,5,1,2,3,-,8,1,2,-,-,4
S00089593,53,8,12,1,4,5,5,1,3,-,5,5,3,-,-,1
S00089594,30,1,5,-,1,8,1,3,6,1,2,-,1,1,-,-
S00089595,48,1,4,2,5,5,12,-,3,1,3,5,2,3,-,2
S00089596,47,3,9,6,9,3,3,3,2,1,2,1,1,1,-,3
S00089597,45,-,11,-,-,7,1,-,8,-,9,3,3,-,-,3
S00089598,35,1,17,-,3,2,-,2,3,-,3,1,-,1,-,2
S00089599,64,1,25,-,4,10,2,3,3,-,7,4,1,-,-,4
S00089600,28,2,11,-,4,2,-,1,2,-,2,2,1,1,-,-
S00089601,37,2,10,3,3,3,-,3,3,-,3,2,-,3,-,2
S00089602,74,6,41,2,2,6,-,4,5,-,5,-,1,-,-,2
S00089603,49,3,19,3,6,3,2,2,1,-,2,2,-,5,-,1
S00089604,43,3,19,1,5,2,2,2,1,-,1,4,-,2,-,1
S00089605,76,7,31,1,11,6,-,4,1,1,5,2,2,3,-,2
S00089606,68,7,28,1,7,3,1,2,3,-,8,-,2,1,-,5
S00089607,49,-,10,1,1,18,1,1,-,-,7,1,3,2,-,4
S00089608,39,15,8,3,4,-,1,1,2,1,1,1,-,-,-,2
S00089609,45,-,14,-,4,10,3,1,5,-,4,1,1,-,-,2
S00089610,69,3,22,2,9,6,1,3,6,-,12,3,-,1,-,1
S00089611,58,7,33,2,2,-,1,3,1,-,3,2,2,1,-,1
S00089612,42,3,12,-,6,4,4,-,3,-,3,2,-,-,-,5
S00089613,30,7,3,4,4,-,2,2,1,-,-,1,-,4,-,2
S00089614,72,-,21,1,5,10,4,2,4,2,13,2,2,-,-,6
S00089615,55,2,14,3,8,8,3,3,1,2,4,4,1,-,-,2
S00089616,69,1,34,-,2,9,-,7,2,-,10,2,-,-,-,2
S00089617,69,1,28,-,2,13,1,2,7,1,6,2,5,-,-,1
S00089618,58,1,23,-,1,4,-,4,4,-,15,-,1,-,-,5
S00089619,63,2,22,-,3,11,-,5,4,1,6,2,2,-,-,5
S00089620,69,3,21,-,4,9,2,2,11,-,10,2,1,-,-,4
S00089621,43,28,8,5,-,-,1,-,-,-,-,1,-,-,-,-
S00089622,45,7,14,8,1,3,1,-,-,-,2,4,-,3,-,2
S00089623,48,7,7,6,8,5,4,-,2,1,2,2,-,3,-,1
S00089624,36,4,8,3,4,2,1,5,-,-,-,-,-,6,-,3
S00089625,43,6,5,3,2,9,2,2,2,-,-,-,1,5,-,6
S00089626,61,7,11,1,-,2,2,3,2,-,-,1,-,24,-,8
S00089627,46,1,25,-,2,-,-,9,-,-,1,-,-,5,-,3
S00089628,71,1,40,-,1,3,-,10,1,-,1,1,-,11,-,2
S00089629,65,-,24,-,1,5,1,4,3,-,9,1,3,6,-,8
S00089630,30,1,2,1,-,12,-,3,1,-,2,1,4,1,-,2
S00089631,52,1,18,1,3,8,1,1,5,-,3,-,1,8,-,2
S00089632,48,1,17,-,2,7,-,4,4,-,3,-,1,2,-,7
S00089633,79,1,28,-,2,3,5,7,2,-,9,-,3,12,-,7
S00089634,46,4,5,3,9,2,4,1,-,-,-,4,-,8,-,6
S00089635,34,-,15,-,2,-,-,5,-,-,-,-,-,7,-,5
S00089636,50,5,7,7,8,9,-,1,1,-,-,2,1,4,1,4
S00089637,40,3,19,1,2,1,-,6,-,-,-,-,-,4,-,4
S00089638,47,4,14,-,4,2,-,3,-,-,1,2,1,10,-,6
S00089639,61,4,34,2,2,2,-,7,-,-,-,1,-,5,-,4
S00089640,66,1,24,3,4,4,-,6,-,-,2,3,-,11,-,8
S00089641,38,3,19,-,1,3,-,5,-,-,-,-,-,3,-,4
S00089642,36,1,13,-,2,6,-,9,1,-,1,1,1,-,-,1
S00089643,67,4,19,2,3,3,-,9,2,-,9,1,-,10,-,5
S00089644,73,2,19,-,3,19,-,3,3,-,8,1,2,5,-,8
S00089645,66,2,18,2,3,11,1,3,2,-,9,1,1,8,-,5
S00089646,81,16,28,7,5,3,1,7,2,-,-,2,1,6,-,3
S00089647,66,1,15,1,6,3,1,9,-,1,-,2,1,22,-,4
S00089648,31,-,12,-,1,4,-,4,-,-,-,-,-,5,-,5
S00089649,50,5,16,2,3,1,3,4,1,-,1,3,2,7,-,2
S00089650,60,5,18,1,3,4,2,2,1,-,3,-,2,18,-,1
S00089651,64,7,22,3,8,7,2,3,3,-,2,1,-,1,-,5
S00089652,54,4,11,2,4,3,-,3,-,-,1,-,1,16,-,9
S00089653,59,2,17,-,2,2,1,13,-,-,-,-,1,12,-,9
S00089654,41,1,7,1,3,3,-,3,-,1,2,1,1,13,-,5
S00089655,29,3,1,-,1,3,-,-,-,-,-,3,-,12,-,6
S00089656,53,-,28,-,6,3,-,6,-,-,-,-,-,8,-,2
S00089657,31,4,8,1,5,4,1,1,-,-,-,-,1,5,-,1
S00089658,74,4,32,-,4,1,-,15,-,-,-,-,-,14,-,4
S00089659,48,2,19,-,2,-,1,4,-,-,-,-,2,12,-,6
S00089660,60,1,28,1,3,3,1,3,1,-,1,-,1,15,-,2
S00089661,91,3,56,-,5,2,-,8,1,-,-,1,-,10,-,5
S00089662,50,3,20,1,1,5,1,1,1,-,-,4,1,9,-,3
S00089663,70,-,34,-,4,-,1,6,3,-,-,-,-,9,-,13
S00089664,41,6,18,2,3,3,1,2,-,-,-,-,-,4,-,2
S00089665,64,1,34,1,-,2,-,8,2,-,-,-,-,10,-,6
S00089666,50,-,18,-,7,1,1,4,1,-,-,-,-,14,-,4
S00089667,44,1,27,-,5,-,-,3,-,-,1,-,-,3,-,4
S00089668,61,6,31,6,-,3,1,7,-,-,1,-,-,3,-,3
S00089669,66,1,18,-,1,1,-,10,1,-,-,3,1,17,-,13
