oa_code,All people aged 16 and over,Single (never married or never registered a same-sex civil partnership),Married,In a registered same-sex civil partnership,Separated (but still legally married or still legally in a same-sex civil partnership),Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Widowed or surviving partner from a same-sex civil partnership
S00110954,69,13,44,-,1,2,9
S00110955,51,15,23,-,2,5,6
S00110956,91,19,60,2,3,4,3
S00110957,83,15,48,-,4,9,7
S00110958,61,18,28,1,5,6,3
S00110959,81,21,26,-,3,14,17
S00110960,45,7,30,-,1,2,5
S00110961,50,15,21,-,1,6,7
S00110962,87,23,43,-,2,8,11
S00110963,115,20,75,-,3,5,12
S00110964,107,28,53,-,-,8,18
S00110965,41,12,24,-,1,2,2
S00110966,131,29,74,-,1,7,20
S00110967,73,22,34,-,-,5,12
S00110968,119,23,74,-,4,12,6
S00110969,93,35,34,-,5,14,5
S00110970,62,7,47,-,3,4,1
S00110971,87,21,40,2,3,8,13
S00110972,77,12,55,-,1,3,6
S00110973,53,13,34,-,1,2,3
S00110974,158,61,52,-,6,23,16
S00110975,142,24,96,-,2,14,6
S00110976,90,29,43,1,2,10,5
S00110977,67,21,22,2,4,14,4
S00110978,126,25,74,-,7,14,6
S00110979,125,31,73,-,3,10,8
S00110980,105,25,54,-,6,12,8
S00110981,108,43,45,-,4,10,6
S00110982,131,23,87,-,2,9,10
S00110983,120,48,41,-,6,11,14
S00110984,107,21,63,-,6,10,7
S00110985,103,20,63,-,3,4,13
S00110986,61,17,26,-,3,5,10
S00110987,81,19,36,-,4,6,16
S00110988,126,14,83,4,2,10,13
S00110989,49,11,24,-,4,7,3
S00110990,72,13,39,-,-,10,10
S00110991,125,35,60,-,6,14,10
S00110992,93,27,50,-,1,8,7
S00110993,87,22,54,-,1,5,5
S00110994,111,27,60,-,1,7,16
S00110995,90,34,32,-,6,8,10
S00110996,87,19,53,-,1,5,9
S00110997,120,30,60,-,5,7,18
S00110998,69,8,55,-,-,-,6
S00110999,88,24,46,2,3,4,9
S00111000,93,32,40,1,4,6,10
S00111001,84,35,29,-,8,9,3
S00111002,85,26,38,-,3,10,8
S00111003,150,38,84,-,6,9,13
S00111004,92,28,45,-,2,11,6
S00111005,152,42,96,-,1,6,7
S00111006,85,25,51,-,1,3,5
S00111007,117,19,68,-,2,13,15
S00111008,109,32,57,-,1,7,12
S00111009,120,38,66,-,3,8,5
S00111010,133,33,67,-,1,17,15
S00111011,111,32,60,-,1,16,2
S00111012,83,30,32,-,2,11,8
S00111013,110,31,53,-,2,10,14
S00111014,89,29,48,-,2,7,3
S00111015,57,18,28,-,4,6,1
S00111016,78,11,44,1,3,9,10
S00111017,132,29,77,1,2,14,9
S00111018,73,21,38,-,1,9,4
S00111019,108,28,53,-,5,17,5
S00111020,46,16,17,-,2,7,4
S00111021,83,22,40,-,5,7,9
S00111022,124,29,54,-,2,11,28
S00111023,129,30,65,1,7,18,8
S00111024,69,13,42,-,2,7,5
S00111025,147,49,63,-,4,18,13
S00111026,121,10,91,-,2,6,12
S00111027,106,23,60,-,4,10,9
S00111028,92,17,50,-,7,9,9
S00111029,107,25,66,-,2,10,4
S00111030,41,4,31,-,-,3,3
S00111031,134,39,73,-,1,9,12
S00111032,105,25,50,2,4,5,19
S00111033,210,83,71,-,4,8,44
S00111034,58,14,27,-,1,12,4
S00111035,81,46,22,-,1,11,1
S00111036,67,31,20,-,3,8,5
S00111037,130,44,54,-,10,11,11
S00111038,128,58,31,-,6,24,9
S00111039,53,23,12,-,2,9,7
S00111040,67,20,32,-,3,5,7
S00111041,102,29,40,-,2,9,22
S00111042,54,16,6,-,3,9,20
S00111043,128,57,49,-,8,12,2
S00111044,63,33,18,-,2,8,2
S00111045,70,42,18,-,3,6,1
S00111046,142,21,78,-,3,10,30
S00111047,116,20,73,-,4,10,9
S00111048,68,8,44,-,2,5,9
S00111049,100,31,34,-,9,18,8
S00111050,70,13,36,2,2,6,11
S00111051,101,32,48,-,5,11,5
S00111052,75,41,18,-,3,7,6
S00111053,129,45,58,-,3,16,7
S00111054,110,34,58,-,3,9,6
S00111055,84,26,40,-,1,11,6
S00111056,73,34,22,-,8,9,-
S00111057,49,22,12,-,3,6,6
S00111058,92,46,23,-,4,12,7
S00111059,128,25,78,-,3,6,16
S00111060,121,22,87,-,1,8,3
S00111061,69,13,44,-,3,5,4
S00111062,109,30,60,-,4,4,11
S00111063,62,8,44,-,-,4,6
S00111064,87,26,35,-,3,14,9
S00111065,84,15,43,-,1,11,14
S00111066,87,20,62,-,-,4,1
S00111067,84,11,59,-,3,5,6
S00111068,85,16,59,-,3,7,-
S00111069,86,10,44,-,5,9,18
S00111070,108,18,72,-,3,4,11
S00111071,110,24,66,-,1,7,12
S00111072,100,16,65,-,3,6,10
S00111073,91,27,54,-,-,5,5
S00111074,156,40,92,-,5,9,10
S00111075,72,41,19,2,6,3,1
S00111076,85,25,50,-,1,8,1
S00111077,135,30,86,-,3,10,6
S00111078,106,38,45,-,2,9,12
S00111079,68,26,15,-,3,15,9
S00111080,69,35,21,-,1,7,5
S00111081,77,35,18,-,5,9,10
S00111082,78,45,22,-,7,3,1
S00111083,146,50,68,-,2,11,15
S00111084,111,29,59,-,2,8,13
S00111085,78,8,54,-,2,5,9
S00111086,104,26,60,-,3,5,10
S00111087,130,33,64,-,7,10,16
S00111088,126,21,88,-,3,3,11
S00111089,91,18,53,-,2,4,14
S00111090,90,13,64,-,3,4,6
S00111091,83,14,57,1,1,1,9
S00111092,123,53,58,-,-,5,7
S00111093,97,22,66,-,2,3,4
S00111094,149,55,73,-,2,6,13
S00111095,85,22,52,-,1,3,7
S00111096,80,19,45,-,-,2,14
S00111097,96,27,55,-,1,5,8
S00111098,78,10,52,-,-,3,13
S00111099,71,25,28,-,1,3,14
S00111100,108,32,60,-,-,2,14
S00111101,110,42,55,-,2,4,7
S00111102,122,99,15,-,2,3,3
S00111103,90,55,22,-,4,5,4
S00111104,154,122,17,-,2,6,7
S00111105,123,78,33,4,2,3,3
S00111106,138,110,23,-,1,2,2
S00111107,108,78,14,-,4,7,5
S00111108,107,60,32,2,1,4,8
S00111109,86,63,14,-,1,5,3
S00111110,143,78,35,-,2,16,12
S00111111,122,77,23,-,2,9,11
S00111112,133,86,30,-,1,11,5
S00111113,98,43,38,-,4,4,9
S00111114,103,42,45,-,1,2,13
S00111115,66,22,28,-,-,5,11
S00111116,90,38,32,-,3,7,10
S00111117,77,18,35,-,-,12,12
S00111118,66,28,23,-,-,7,8
S00111119,44,17,17,-,1,1,8
S00111120,91,25,39,-,-,9,18
S00111121,78,14,41,-,-,10,13
S00111122,108,35,47,-,3,9,14
S00111123,67,28,24,-,1,4,10
S00111124,81,28,36,2,1,5,9
S00111125,111,54,32,-,-,8,17
S00111126,140,52,60,1,7,3,17
S00111127,93,32,47,-,1,6,7
S00111128,99,28,59,-,1,3,8
S00111129,89,32,40,-,1,3,13
S00111130,113,39,54,2,2,7,9
S00111131,113,51,37,-,1,11,13
S00111132,113,59,25,-,7,16,6
S00111133,85,17,57,-,1,4,6
S00111134,135,54,60,-,3,8,10
S00111135,93,26,49,-,1,3,14
S00111136,103,61,16,-,7,14,5
S00111137,118,74,21,-,-,12,11
S00111138,114,65,35,-,-,5,9
S00111139,98,50,35,-,2,8,3
S00111140,55,15,30,-,1,2,7
S00111141,91,33,40,2,1,8,7
S00111142,108,61,22,-,3,13,9
S00111143,424,376,40,-,3,5,-
S00111144,161,29,89,-,2,6,35
S00111145,509,459,48,-,1,-,1
S00111146,50,16,28,-,-,1,5
S00111147,63,23,32,-,3,2,3
S00111148,102,26,61,-,1,7,7
S00111149,146,61,70,-,2,4,9
S00111150,79,30,21,-,-,2,26
S00111151,148,111,22,-,1,3,11
S00111152,154,97,45,-,2,4,6
S00111153,"1,884","1,828",43,-,-,6,7
S00111154,178,136,33,-,3,3,3
S00111155,213,183,24,-,-,2,4
S00111156,284,231,35,-,2,6,10
S00111157,129,104,20,-,2,3,-
S00111158,173,144,21,-,3,1,4
S00111159,399,370,26,-,-,1,2
S00111160,137,104,17,-,3,6,7
S00111161,210,173,11,-,-,1,25
S00111162,71,26,11,-,3,10,21
S00111163,117,96,13,-,-,3,5
S00111164,65,38,17,-,-,7,3
S00111165,345,308,27,-,1,3,6
S00111166,97,63,24,-,1,2,7
S00111167,131,116,14,-,-,1,-
S00111168,145,123,12,-,3,2,5
S00111169,76,47,19,-,1,2,7
S00111170,156,119,22,-,1,9,5
S00111171,50,27,13,-,1,3,6
S00111172,204,151,37,-,2,5,9
S00111173,113,103,6,-,-,2,2
S00111174,116,87,10,-,4,7,8
S00111175,88,18,60,-,-,6,4
S00111176,97,15,72,-,2,1,7
S00111177,144,47,77,-,1,10,9
S00111178,95,32,44,-,-,8,11
S00111179,91,35,37,2,5,11,1
S00111180,109,35,57,-,2,10,5
S00111181,110,37,46,-,1,13,13
S00111182,118,34,64,-,3,10,7
S00111183,102,38,42,-,2,11,9
S00111184,92,23,55,-,4,7,3
S00111185,64,25,26,-,6,6,1
S00111186,66,18,26,-,5,11,6
S00111187,103,31,47,-,5,10,10
S00111188,124,33,58,-,5,11,17
S00111189,91,31,48,2,3,3,4
S00111190,86,26,43,-,-,8,9
S00111191,127,27,71,-,5,11,13
S00111192,66,19,31,-,4,6,6
S00111193,76,22,32,1,6,4,11
S00111194,75,21,38,-,3,10,3
S00111195,77,19,47,2,-,6,3
S00111196,92,38,41,-,3,8,2
S00111197,95,9,83,-,1,2,-
S00111198,98,3,92,-,2,1,-
S00111199,71,3,64,-,2,2,-
S00111200,78,8,46,-,4,6,14
S00111201,120,44,56,-,4,10,6
S00111202,127,31,72,-,2,6,16
S00111203,111,37,39,-,9,14,12
S00111204,88,16,66,-,4,2,-
S00111205,91,9,78,-,3,1,-
S00111206,426,330,47,1,22,16,10
S00111207,104,15,83,-,6,-,-
S00111208,74,12,60,-,2,-,-
S00111209,94,31,46,-,2,6,9
S00111210,122,42,62,-,4,9,5
S00111211,69,12,48,-,4,4,1
S00111212,127,27,76,-,4,7,13
S00111213,83,17,45,-,1,8,12
S00111214,75,21,32,2,1,6,13
S00111215,112,22,66,-,2,11,11
S00111216,83,12,58,-,2,5,6
S00111217,104,15,76,-,3,5,5
S00111218,128,24,86,-,2,9,7
S00111219,124,29,71,2,2,7,13
S00111220,105,14,89,-,-,1,1
S00111221,47,24,14,-,3,4,2
S00111222,93,12,67,-,2,3,9
S00111223,84,14,57,-,3,3,7
S00111224,120,21,84,-,1,4,10
S00111225,108,24,73,-,2,5,4
S00111226,102,25,73,-,1,-,3
S00111227,87,30,40,-,1,11,5
S00111228,154,32,103,2,2,3,12
S00111229,123,19,80,-,3,7,14
S00111230,75,21,38,1,3,7,5
S00111231,91,15,58,-,1,8,9
S00111232,102,27,67,-,3,3,2
S00111233,88,31,48,-,2,6,1
S00111234,136,16,51,-,7,16,46
S00111235,88,16,64,-,-,5,3
S00111236,131,43,62,-,3,11,12
S00111237,88,20,52,2,3,5,6
S00111238,104,31,54,-,5,6,8
S00111239,144,23,70,2,8,10,31
S00111240,73,15,44,-,5,5,4
S00111241,102,44,38,-,4,9,7
S00111242,82,29,41,-,4,4,4
S00111243,46,12,30,-,2,1,1
S00111244,98,27,56,-,-,7,8
S00111245,73,16,37,-,5,7,8
S00111246,124,26,73,-,6,5,14
S00111247,59,35,14,-,1,4,5
S00111248,72,16,32,-,7,5,12
S00111249,79,23,33,-,2,10,11
S00111250,61,20,10,-,3,15,13
S00111251,102,20,72,-,-,3,7
S00111252,137,33,82,-,1,9,12
S00111253,91,24,50,-,2,9,6
S00111254,79,15,52,-,2,6,4
S00111255,121,29,78,4,3,2,5
S00111256,98,43,30,2,5,10,8
S00111257,95,30,50,-,2,7,6
S00111258,89,17,51,-,1,5,15
S00111259,79,18,46,-,2,7,6
S00111260,74,19,40,-,4,5,6
S00111261,72,21,39,-,2,4,6
S00111262,85,39,33,-,2,5,6
S00111263,79,28,34,2,1,6,8
S00111264,61,22,21,-,4,6,8
S00111265,154,61,57,-,6,14,16
S00111266,160,61,57,-,4,24,14
S00111267,75,35,27,-,3,7,3
S00111268,65,22,36,-,-,5,2
S00111269,70,17,44,-,2,3,4
S00111270,75,28,26,-,6,10,5
S00111271,68,38,7,-,3,14,6
S00111272,72,12,41,2,5,6,6
S00111273,76,14,55,-,3,4,-
S00111274,56,15,32,-,2,2,5
S00111275,65,14,33,-,1,9,8
S00111276,84,32,24,-,11,13,4
S00111277,99,24,54,-,5,7,9
S00111278,96,30,52,-,2,9,3
S00111279,74,24,26,2,4,8,10
S00111280,70,18,40,-,2,3,7
S00111281,51,4,36,-,3,2,6
S00111282,60,12,39,-,1,3,5
S00111283,101,37,34,-,2,19,9
S00111284,91,34,35,-,4,12,6
S00111285,53,23,16,-,4,5,5
S00111286,81,19,46,-,1,8,7
S00111287,100,49,23,-,4,19,5
S00111288,79,13,56,-,3,6,1
S00111289,102,18,62,2,6,12,2
S00111290,95,22,62,-,3,6,2
S00111291,114,25,74,2,6,2,5
S00111292,76,13,50,2,1,5,5
S00111293,102,26,68,-,1,4,3
S00111294,104,25,67,-,6,5,1
S00111295,89,21,50,1,4,10,3
S00111296,70,15,34,-,1,10,10
S00111297,49,16,16,-,3,4,10
S00111298,87,29,40,-,6,10,2
S00111299,68,26,22,-,1,16,3
S00111300,71,21,38,-,4,1,7
S00111301,96,45,36,-,2,8,5
S00111302,77,23,40,-,2,8,4
S00111303,50,17,20,-,4,4,5
S00111304,96,40,44,-,3,8,1
S00111305,52,23,23,-,3,2,1
S00111306,50,18,20,-,-,6,6
S00111307,90,25,50,-,2,7,6
S00111308,102,39,21,-,3,14,25
S00111309,139,45,70,-,8,9,7
S00111310,92,16,54,-,1,13,8
S00111311,90,20,52,-,2,9,7
S00111312,77,42,18,-,2,12,3
S00111313,69,38,18,-,2,9,2
S00111314,80,9,27,-,1,11,32
S00111315,58,31,15,-,1,3,8
S00111316,99,38,40,-,4,12,5
S00111317,82,35,28,4,4,8,3
S00111318,62,29,12,-,3,16,2
S00111319,134,41,76,-,4,10,3
S00111320,166,36,117,-,3,8,2
S00111321,148,43,92,-,2,9,2
S00111322,122,40,62,-,4,13,3
S00111323,79,23,46,-,-,9,1
S00111324,105,31,59,2,3,8,2
S00111325,84,20,48,-,5,9,2
S00111326,104,49,45,-,3,7,-
S00111327,144,42,97,-,1,2,2
S00111328,119,26,87,-,1,4,1
S00111329,59,27,26,-,1,3,2
S00111330,156,33,80,-,2,18,23
S00111331,100,28,61,-,3,7,1
S00111332,59,22,20,-,4,6,7
S00111333,75,46,16,-,1,8,4
S00111334,94,43,27,-,3,14,7
S00111335,129,30,76,2,5,7,9
S00111336,80,23,30,-,7,14,6
S00111337,79,27,31,-,3,12,6
S00111338,56,10,37,-,1,3,5
S00111339,97,21,42,-,3,11,20
S00111340,96,11,54,-,3,3,25
S00111341,103,16,76,-,3,4,4
S00111342,54,13,32,-,1,5,3
S00111343,106,36,51,-,6,10,3
S00111344,81,20,46,-,5,7,3
S00111345,47,7,31,-,2,2,5
S00111346,138,34,77,-,7,18,2
S00111347,105,35,62,-,4,3,1
S00111348,43,12,26,-,-,4,1
S00111349,111,11,82,-,1,6,11
S00111350,143,54,71,-,3,13,2
S00111351,73,21,44,-,4,3,1
S00111352,99,36,54,-,3,5,1
S00111353,47,10,28,-,1,5,3
S00111354,78,22,48,-,3,-,5
S00111355,127,24,90,-,4,8,1
S00111356,109,21,76,-,2,4,6
S00111357,65,12,48,-,2,2,1
S00111358,109,25,64,-,1,11,8
S00111359,84,15,63,-,1,2,3
S00111360,60,20,30,-,-,5,5
S00111361,109,39,44,-,2,11,13
S00111362,63,14,38,-,4,3,4
S00111363,86,26,42,-,-,8,10
S00111364,88,29,46,-,5,4,4
S00111365,50,10,36,-,1,3,-
S00111366,63,31,20,-,3,7,2
S00111367,77,26,37,-,2,6,6
S00111368,57,21,30,-,1,3,2
S00111369,94,19,60,-,1,7,7
S00111370,80,16,36,-,4,5,19
S00111371,74,37,23,-,2,8,4
S00111372,61,18,21,-,4,8,10
S00111373,96,21,54,-,4,8,9
S00111374,58,13,31,-,1,7,6
S00111375,99,30,51,-,4,8,6
S00111376,53,19,29,-,1,4,-
S00111377,86,21,42,-,3,9,11
S00111378,83,21,48,-,2,7,5
S00111379,63,13,31,-,3,9,7
S00111380,48,33,6,-,2,5,2
S00111381,126,22,91,-,2,7,4
S00111382,85,25,44,-,-,5,11
S00111383,66,18,27,-,3,12,6
S00111384,71,28,29,1,4,8,1
S00111385,94,22,49,-,5,9,9
S00111386,87,27,46,-,3,7,4
S00111387,103,31,64,-,2,5,1
S00111388,110,28,72,-,1,5,4
S00111389,88,34,44,-,5,5,-
S00111390,135,34,91,-,3,4,3
S00111391,58,24,26,-,2,2,4
S00111392,104,29,32,3,6,21,13
S00111393,92,42,28,-,3,12,7
S00111394,101,20,70,-,2,6,3
S00111395,111,34,58,-,2,6,11
S00111396,85,17,49,-,2,9,8
S00111397,129,23,86,-,3,7,10
S00111398,77,16,52,-,1,1,7
S00111399,121,22,47,-,1,6,45
S00111400,112,26,72,-,3,8,3
S00111401,85,19,46,-,3,6,11
S00111402,59,19,31,-,3,4,2
S00111403,86,23,47,1,3,5,7
S00111404,55,21,27,-,-,5,2
S00111405,117,22,82,-,3,5,5
S00111406,111,19,76,-,1,12,3
S00111407,173,37,111,-,3,15,7
S00111408,84,23,56,-,1,3,1
S00111409,56,19,20,-,3,9,5
S00111410,67,18,40,-,5,3,1
S00111411,62,13,40,-,3,5,1
S00111412,141,31,100,-,1,6,3
S00111413,58,9,40,-,-,5,4
S00111414,100,15,57,-,2,6,20
S00111415,136,29,85,-,3,12,7
S00111416,62,23,30,-,3,6,-
S00111417,44,11,26,-,1,2,4
S00111418,89,25,51,-,2,5,6
S00111419,51,11,30,-,5,4,1
S00111420,110,28,67,-,3,7,5
S00111421,66,34,20,-,2,8,2
S00111422,69,10,52,-,1,4,2
S00111423,62,16,38,-,-,6,2
S00111424,84,33,34,-,4,11,2
S00111425,95,24,50,-,1,11,9
S00111426,77,28,30,-,2,10,7
S00111427,80,29,26,-,5,13,7
S00111428,75,34,27,-,2,10,2
S00111429,72,30,23,-,3,8,8
S00111430,131,29,65,-,7,15,15
S00111431,79,17,54,-,-,5,3
S00111432,53,15,24,-,6,5,3
S00111433,95,8,69,-,2,5,11
S00111434,61,7,40,2,2,3,7
S00111435,87,32,36,-,2,8,9
S00111436,95,23,59,-,3,8,2
S00111437,155,38,90,2,10,8,7
S00111438,103,22,62,1,3,10,5
S00111439,59,15,36,-,-,6,2
S00111440,60,17,33,-,-,5,5
S00111441,62,10,36,-,1,11,4
S00111442,64,11,33,-,2,8,10
S00111443,92,20,54,-,2,8,8
S00111444,104,21,63,-,2,9,9
S00111445,73,16,41,-,3,9,4
S00111446,69,13,40,-,-,9,7
S00111447,59,9,38,-,-,3,9
S00111448,112,32,57,-,1,15,7
S00111449,116,35,59,-,5,7,10
S00111450,49,10,28,-,2,5,4
S00111451,64,25,19,-,3,11,6
S00111452,115,30,70,1,3,1,10
S00111453,83,23,35,-,8,11,6
S00111454,92,32,39,-,3,10,8
S00111455,120,37,53,-,6,16,8
S00111456,137,13,99,-,3,4,18
S00111457,50,11,30,-,3,4,2
S00111458,69,10,53,-,-,5,1
S00111459,71,22,34,-,3,10,2
S00111460,68,16,30,-,1,10,11
S00111461,92,22,54,-,1,4,11
S00111462,113,42,58,-,3,9,1
S00111463,40,7,26,-,1,3,3
S00111464,104,25,59,-,1,6,13
S00111465,69,12,45,-,-,7,5
S00111466,122,16,85,-,3,8,10
S00111467,85,11,56,-,1,4,13
S00111468,87,11,60,-,1,4,11
S00111469,69,14,44,-,1,5,5
S00111470,69,12,24,-,4,10,19
S00111471,72,21,38,-,2,8,3
S00111472,111,29,62,-,1,9,10
S00111473,147,46,84,-,1,7,9
S00111474,65,25,25,-,-,7,8
S00111475,62,23,22,-,1,7,9
S00111476,47,12,24,-,2,5,4
S00111477,67,28,22,-,2,10,5
S00111478,99,7,88,-,3,1,-
S00111479,51,7,36,-,-,2,6
S00111480,123,29,78,-,2,9,5
S00111481,95,28,52,-,1,6,8
S00111482,50,17,14,-,-,3,16
S00111483,52,6,14,-,1,1,30
S00111484,86,24,52,-,1,6,3
S00111485,42,13,22,-,1,3,3
S00111486,73,23,32,-,1,12,5
S00111487,51,20,24,-,-,4,3
S00111488,54,11,30,-,3,5,5
S00111489,66,19,26,-,4,14,3
S00111490,106,27,64,2,1,6,6
S00111491,108,41,32,2,8,18,7
S00111492,93,26,34,-,6,19,8
S00111493,100,23,65,-,2,6,4
S00111494,60,12,32,-,3,8,5
S00111495,45,14,19,-,1,6,5
S00111496,74,22,32,-,4,14,2
S00111497,83,23,48,-,1,5,6
S00111498,91,15,57,-,5,6,8
S00111499,233,98,92,-,4,17,22
S00111500,120,20,90,-,-,3,7
S00111501,85,23,50,-,2,4,6
S00111502,106,27,65,-,2,8,4
S00111503,77,18,44,-,-,7,8
S00111504,105,28,52,-,3,11,11
S00111505,105,26,50,-,5,15,9
S00111506,85,22,49,-,2,7,5
S00111507,99,15,77,-,1,5,1
S00111508,133,34,82,-,5,4,8
S00111509,88,13,63,2,2,2,6
S00111510,74,18,37,-,2,6,11
S00111511,129,30,88,-,1,7,3
S00111512,72,17,40,1,3,6,5
S00111513,102,37,36,-,2,7,20
S00111514,92,25,60,-,3,4,-
S00111515,141,30,97,1,1,11,1
S00111516,146,28,100,-,6,9,3
S00111517,165,43,107,-,6,7,2
S00111518,80,30,41,-,2,6,1
S00111519,156,35,108,-,2,9,2
S00111520,97,25,63,2,2,3,2
S00111521,127,27,79,-,3,9,9
S00111522,71,26,28,-,3,10,4
S00111523,79,20,45,-,1,9,4
S00111524,122,36,55,-,4,9,18
S00111525,71,18,35,-,1,11,6
S00111526,132,25,92,-,3,8,4
S00111527,61,4,48,-,4,3,2
S00111528,103,30,53,4,6,6,4
S00111529,85,13,52,-,5,13,2
S00111530,102,31,54,-,1,12,4
S00111531,117,22,70,-,3,10,12
S00111532,46,16,20,-,1,5,4
S00111533,66,28,20,-,5,8,5
S00111534,72,12,58,-,-,1,1
S00111535,86,20,58,-,-,4,4
S00111536,72,19,48,-,-,2,3
S00111537,80,15,55,-,1,6,3
S00111538,70,20,46,-,3,-,1
S00111539,41,6,24,-,4,2,5
S00111540,65,9,47,-,1,5,3
S00111541,161,34,82,-,2,8,35
S00111542,55,12,38,-,3,2,-
S00111543,69,42,10,-,6,11,-
S00111544,88,20,46,-,5,5,12
S00111545,95,12,70,-,4,4,5
S00111546,46,13,22,-,2,8,1
S00111547,113,48,34,-,5,11,15
S00111548,66,32,21,-,3,6,4
S00111549,103,20,70,2,2,5,4
S00111550,119,40,62,-,3,9,5
S00111551,104,38,45,-,4,9,8
S00111552,73,23,36,-,-,6,8
S00111553,64,18,28,1,2,3,12
S00111554,53,13,36,-,2,1,1
S00111555,83,41,26,-,3,7,6
S00111556,95,28,53,-,5,5,4
S00111557,145,39,72,-,7,15,12
S00111558,75,30,32,-,7,3,3
S00111559,48,18,18,-,2,6,4
S00111560,62,11,36,-,2,6,7
S00111561,90,21,56,-,3,5,5
S00111562,83,19,50,-,3,7,4
S00111563,62,10,34,-,2,10,6
S00111564,101,42,40,-,6,12,1
S00111565,66,23,22,-,6,13,2
S00111566,90,26,48,-,3,5,8
S00111567,61,23,28,-,1,1,8
S00111568,63,22,31,-,5,4,1
S00111569,117,34,61,-,7,12,3
S00111570,57,23,16,-,3,13,2
S00111571,90,29,35,-,6,14,6
S00111572,98,21,67,-,2,5,3
S00111573,61,18,35,-,2,5,1
S00111574,106,36,52,-,2,11,5
S00111575,53,11,32,-,2,4,4
S00111576,57,36,3,2,7,9,-
S00111577,64,41,9,-,2,10,2
S00111578,94,20,51,-,3,12,8
S00111579,68,27,17,1,5,13,5
S00111580,108,34,52,-,5,10,7
S00111581,67,35,18,-,2,8,4
S00111582,142,70,42,-,3,18,9
S00111583,81,17,50,-,2,7,5
S00111584,63,14,32,1,4,6,6
S00111585,74,30,24,-,2,10,8
S00111586,61,16,28,-,3,6,8
S00111587,51,14,25,-,1,7,4
S00111588,86,25,40,-,2,7,12
S00111589,111,32,68,-,3,5,3
S00111590,105,28,55,1,4,5,12
S00111591,48,14,9,-,1,11,13
S00111592,70,20,30,-,1,12,7
S00111593,55,14,24,-,3,8,6
S00111594,60,10,26,-,-,8,16
S00111595,54,15,10,-,1,15,13
S00111596,51,10,17,-,1,9,14
S00111597,51,11,14,-,1,7,18
S00111598,57,25,15,2,3,9,3
S00111599,104,50,34,-,6,11,3
S00111600,49,29,10,-,4,3,3
S00111601,61,34,20,-,4,2,1
S00111602,56,27,10,-,2,13,4
S00111603,86,32,34,-,5,8,7
S00111604,64,22,32,-,-,2,8
S00111605,104,33,37,-,3,14,17
S00111606,56,7,42,-,1,1,5
S00111607,125,33,68,-,-,9,15
S00111608,65,20,23,-,4,7,11
S00111609,71,23,31,-,3,6,8
S00111610,94,53,21,-,8,10,2
S00111611,70,20,34,-,2,8,6
S00111612,110,39,43,-,4,18,6
S00111613,46,15,26,-,-,1,4
S00111614,77,16,40,-,5,5,11
S00111615,65,22,30,-,3,5,5
S00111616,151,35,90,-,2,14,10
S00111617,63,28,20,-,3,7,5
S00111618,65,19,33,-,1,6,6
S00111619,93,34,30,-,7,14,8
S00111620,44,9,23,-,2,3,7
S00111621,106,26,57,-,12,3,8
S00111622,42,16,19,-,2,3,2
S00111623,70,25,26,-,3,11,5
S00111624,67,29,28,-,2,5,3
S00111625,106,46,42,-,5,7,6
S00111626,46,21,16,-,1,7,1
S00111627,96,35,38,-,7,9,7
S00111628,112,48,36,-,7,19,2
S00111629,86,22,48,-,2,10,4
S00111630,62,14,36,-,3,5,4
S00111631,57,16,28,-,2,9,2
S00111632,89,24,41,-,3,12,9
S00111633,76,13,54,-,-,3,6
S00111634,104,14,80,-,4,3,3
S00111635,45,22,4,-,2,13,4
S00111636,94,33,39,-,5,14,3
S00111637,101,28,43,-,8,16,6
S00111638,66,13,29,-,3,7,14
S00111639,61,18,32,-,1,4,6
S00111640,85,13,60,-,3,5,4
S00111641,51,24,20,-,1,6,-
S00111642,113,45,36,-,2,20,10
S00111643,59,6,42,-,1,7,3
S00111644,151,25,115,-,2,6,3
S00111645,122,38,64,-,6,13,1
S00111646,129,22,93,-,7,6,1
S00111647,112,27,76,-,1,7,1
S00111648,119,11,94,2,3,7,2
S00111649,79,20,50,-,1,5,3
S00111650,100,18,70,1,2,8,1
S00111651,146,31,101,2,4,8,-
S00111652,170,49,97,-,4,18,2
S00111653,60,15,42,1,1,1,-
S00111654,135,36,86,2,4,6,1
S00111655,152,43,83,2,9,12,3
S00111656,83,19,52,1,5,3,3
S00111657,165,34,119,1,5,5,1
S00111658,67,47,8,2,4,4,2
S00111659,76,26,38,-,2,8,2
S00111660,82,42,30,-,3,6,1
S00111661,99,22,64,1,3,7,2
S00111662,127,29,79,-,7,10,2
S00111663,91,48,32,-,1,6,4
S00111664,129,43,74,-,4,5,3
S00111665,109,27,72,-,2,7,1
S00111666,149,29,108,-,6,3,3
S00111667,136,45,70,-,5,15,1
S00111668,154,85,48,-,6,13,2
S00111669,96,51,32,-,3,7,3
S00111670,104,15,80,-,-,8,1
S00111671,132,45,54,-,7,18,8
S00111672,160,38,102,1,3,13,3
S00111673,115,14,90,-,5,4,2
S00111674,97,44,36,-,3,14,-
S00111675,153,38,99,-,5,9,2
S00111676,115,71,26,2,8,5,3
S00111677,115,31,70,-,7,7,-
S00111678,137,46,74,-,3,13,1
S00111679,126,22,93,6,4,1,-
S00111680,91,13,68,-,3,3,4
S00111681,98,28,56,-,1,10,3
S00111682,114,29,75,-,-,7,3
