oa_zones,All people aged 16 and over: Total,All people aged 16 and over: No qualifications,All people aged 16 and over: Level 1,All people aged 16 and over: Level 2,All people aged 16 and over: Level 3,All people aged 16 and over: Level 4 and above
S00127658,57,32,9,4,9,3
S00127659,110,18,28,18,25,21
S00127660,90,50,11,16,7,6
S00127661,69,14,23,8,12,12
S00127662,76,15,11,11,11,28
S00127663,105,22,26,21,19,17
S00127664,79,23,14,21,5,16
S00127665,77,16,19,15,9,18
S00127666,57,18,19,6,8,6
S00127667,94,27,25,10,14,18
S00127668,63,27,20,8,4,4
S00127669,112,20,25,25,14,28
S00127670,44,3,7,7,7,20
S00127671,81,19,23,17,7,15
S00127672,95,12,16,16,8,43
S00127673,92,14,23,11,9,35
S00127674,117,53,15,12,17,20
S00127675,108,65,20,9,4,10
S00127676,73,21,15,13,10,14
S00127677,93,27,17,19,15,15
S00127678,92,15,26,13,12,26
S00127679,85,38,23,11,3,10
S00127680,86,43,12,7,4,20
S00127681,63,11,12,13,11,16
S00127682,92,53,20,6,7,6
S00127683,81,28,19,4,17,13
S00127684,78,27,24,6,10,11
S00127685,69,26,17,13,6,7
S00127686,88,30,26,6,12,14
S00127687,107,5,22,17,10,53
S00127688,97,12,11,14,16,44
S00127689,61,14,21,4,9,13
S00127690,60,13,8,13,5,21
S00127691,59,11,18,8,3,19
S00127692,89,32,20,9,9,19
S00127693,54,16,12,6,8,12
S00127694,60,8,20,13,7,12
S00127695,81,21,21,11,12,16
S00127696,69,11,10,15,10,23
S00127697,96,72,10,7,3,4
S00127698,72,31,16,5,9,11
S00127699,132,61,32,15,13,11
S00127700,72,33,14,9,9,7
S00127701,75,35,18,9,8,5
S00127702,80,44,11,9,5,11
S00127703,74,34,9,8,6,17
S00127704,49,7,15,8,10,9
S00127705,39,13,12,2,8,4
S00127706,64,13,15,10,6,20
S00127707,83,23,19,9,11,21
S00127708,56,20,13,10,6,7
S00127709,102,24,17,14,16,31
S00127710,77,20,24,14,12,7
S00127711,112,46,25,18,8,15
S00127712,89,27,39,5,5,13
S00127713,92,11,22,19,14,26
S00127714,78,10,15,15,13,25
S00127715,95,20,19,16,14,26
S00127716,88,26,16,20,11,15
S00127717,87,38,24,11,8,6
S00127718,57,30,10,9,5,3
S00127719,70,14,7,4,10,35
S00127720,111,24,27,17,17,26
S00127721,74,32,14,10,5,13
S00127722,98,43,23,14,8,10
S00127723,100,11,11,18,11,49
S00127724,104,25,18,14,11,36
S00127725,136,36,17,12,15,56
S00127726,94,18,24,13,9,30
S00127727,83,21,18,14,16,14
S00127728,123,20,24,21,22,36
S00127729,83,4,16,15,9,39
S00127730,75,39,10,11,4,11
S00127731,98,28,10,12,10,38
S00127732,97,14,17,15,13,38
S00127733,53,5,10,11,6,21
S00127734,68,23,19,10,6,10
S00127735,116,43,28,12,13,20
S00127736,74,25,24,9,4,12
S00127737,86,28,18,12,14,14
S00127738,79,40,10,13,6,10
S00127739,128,45,25,16,13,29
S00127740,106,33,25,14,14,20
S00127741,73,18,12,11,3,29
S00127742,63,26,13,5,8,11
S00127743,50,2,13,10,10,15
S00127744,111,5,14,16,19,57
S00127745,137,16,18,31,20,52
S00127746,107,17,14,22,19,35
S00127747,89,19,17,12,10,31
S00127748,86,13,11,11,13,38
S00127749,123,15,26,17,15,50
S00127750,81,19,7,12,9,34
S00127751,92,14,8,20,6,44
S00127752,108,24,13,25,12,34
S00127753,47,4,7,5,4,27
S00127754,69,9,7,10,9,34
S00127755,99,14,12,12,12,49
S00127756,108,25,15,12,12,44
S00127757,136,18,29,29,10,50
S00127758,107,9,11,20,7,60
S00127759,107,19,27,13,9,39
S00127760,115,22,15,23,19,36
S00127761,94,17,12,23,7,35
S00127762,85,12,13,15,13,32
S00127763,74,13,18,18,10,15
S00127764,118,18,15,18,18,49
S00127765,149,35,26,24,14,50
S00127766,143,27,23,24,15,54
S00127767,104,18,9,21,14,42
S00127768,131,33,11,17,18,52
S00127769,68,12,20,12,6,18
S00127770,130,22,29,15,27,37
S00127771,138,35,29,27,14,33
S00127772,77,38,16,1,8,14
S00127773,83,14,19,12,13,25
S00127774,83,14,16,19,12,22
S00127775,106,19,19,20,16,32
S00127776,88,21,17,22,7,21
S00127777,84,21,17,10,14,22
S00127778,161,34,23,26,12,66
S00127779,148,23,26,35,20,44
S00127780,104,19,24,24,14,23
S00127781,90,26,26,12,9,17
S00127782,108,23,17,19,13,36
S00127783,93,25,13,11,12,32
S00127784,90,15,14,14,14,33
S00127785,90,22,16,14,11,27
S00127786,110,8,16,21,10,55
S00127787,108,52,10,13,7,26
S00127788,82,6,11,17,13,35
S00127789,115,21,19,17,19,39
S00127790,65,6,11,8,7,33
S00127791,138,15,29,23,14,57
S00127792,106,22,23,16,16,29
S00127793,89,5,15,8,11,50
S00127794,95,5,12,7,9,62
S00127795,102,21,14,10,11,46
S00127796,87,10,14,18,12,33
S00127797,106,33,13,19,11,30
S00127798,116,29,23,21,11,32
S00127799,98,17,17,13,16,35
S00127800,146,92,15,13,3,23
S00127801,51,20,19,6,3,3
S00127802,59,32,17,3,2,5
S00127803,54,34,14,2,1,3
S00127804,62,37,11,4,4,6
S00127805,64,44,12,4,1,3
S00127806,74,38,13,8,8,7
S00127807,69,27,20,2,6,14
S00127808,107,24,22,20,10,31
S00127809,120,14,16,17,13,60
S00127810,59,6,10,16,10,17
S00127811,88,12,23,13,7,33
S00127812,150,33,27,21,18,51
S00127813,101,9,16,8,12,56
S00127814,83,25,15,11,8,24
S00127815,84,27,25,7,7,18
S00127816,80,19,13,15,10,23
S00127817,108,49,18,9,13,19
S00127818,64,37,10,8,5,4
S00127819,105,55,17,9,10,14
S00127820,93,43,21,10,10,9
S00127821,75,28,12,12,9,14
S00127822,76,34,11,10,7,14
S00127823,91,51,16,8,10,6
S00127824,73,38,9,8,5,13
S00127825,62,30,9,5,9,9
S00127826,75,37,15,10,9,4
S00127827,58,27,11,4,6,10
S00127828,62,18,18,7,4,15
S00127829,107,37,26,15,12,17
S00127830,95,44,29,9,4,9
S00127831,101,33,28,10,17,13
S00127832,72,35,7,9,5,16
S00127833,165,65,42,18,16,24
S00127834,153,49,44,18,15,27
S00127835,71,29,18,9,6,9
S00127836,90,15,7,16,14,38
S00127837,71,33,20,7,3,8
S00127838,86,34,20,8,10,14
S00127839,136,31,47,24,12,22
S00127840,89,22,33,11,6,17
S00127841,98,31,20,10,10,27
S00127842,86,11,16,13,17,29
S00127843,52,19,17,6,6,4
S00127844,67,19,15,14,3,16
S00127845,115,36,27,18,12,22
S00127846,105,34,36,19,7,9
S00127847,76,18,12,9,12,25
S00127848,87,21,25,11,15,15
S00127849,56,18,15,7,5,11
S00127850,51,27,11,4,2,7
S00127851,118,41,47,10,10,10
S00127852,72,30,21,6,9,6
S00127853,55,17,27,4,2,5
S00127854,158,82,34,16,12,14
S00127855,88,45,19,5,4,15
S00127856,119,58,25,11,14,11
S00127857,51,19,13,7,7,5
S00127858,144,50,33,21,16,24
S00127859,85,23,22,6,21,13
S00127860,122,27,24,20,13,38
S00127861,281,15,42,66,42,116
S00127862,50,5,13,6,4,22
S00127863,116,30,22,17,9,38
S00127864,96,13,7,17,4,55
S00127865,58,8,9,11,3,27
S00127866,103,14,12,13,10,54
S00127867,93,11,18,16,14,34
S00127868,107,36,26,12,12,21
S00127869,92,44,14,7,9,18
S00127870,105,47,19,12,9,18
S00127871,79,32,17,14,8,8
S00127872,80,31,26,7,10,6
S00127873,98,31,34,14,7,12
S00127874,119,22,36,20,12,29
S00127875,86,42,22,6,7,9
S00127876,102,49,20,6,9,18
S00127877,62,20,13,9,4,16
S00127878,99,41,25,8,11,14
S00127879,84,35,16,14,7,12
S00127880,69,35,16,4,6,8
S00127881,84,41,15,12,5,11
S00127882,102,40,30,11,8,13
S00127883,128,42,31,23,11,21
S00127884,100,46,28,9,7,10
S00127885,80,29,23,10,7,11
S00127886,75,28,24,6,8,9
S00127887,62,20,16,10,7,9
S00127888,71,11,19,15,8,18
S00127889,80,24,33,12,3,8
S00127890,96,17,22,14,15,28
S00127891,89,42,27,7,6,7
S00127892,149,53,51,23,12,10
S00127893,114,38,34,14,12,16
S00127894,102,42,27,13,11,9
S00127895,64,30,20,5,5,4
S00127896,88,37,28,7,9,7
S00127897,120,36,42,12,13,17
S00127898,107,43,27,14,10,13
S00127899,79,33,22,10,11,3
S00127900,85,40,19,13,5,8
S00127901,90,35,26,7,11,11
S00127902,77,20,34,9,7,7
S00127903,89,33,25,9,5,17
S00127904,103,56,21,7,8,11
S00127905,80,26,23,14,4,13
S00127906,84,29,18,14,9,14
S00127907,103,35,26,8,9,25
S00127908,76,25,29,8,5,9
S00127909,187,97,41,19,14,16
S00127910,88,37,19,13,10,9
S00127911,138,57,39,15,12,15
S00127912,119,45,35,17,9,13
S00127913,94,27,33,15,10,9
S00127914,68,15,10,14,11,18
S00127915,82,28,26,8,8,12
S00127916,83,36,8,17,6,16
S00127917,100,23,24,16,9,28
S00127918,110,49,37,15,2,7
S00127919,112,49,24,16,13,10
S00127920,92,50,23,7,5,7
S00127921,49,18,8,5,7,11
S00127922,65,27,15,3,9,11
S00127923,93,30,28,13,9,13
S00127924,75,26,32,8,3,6
S00127925,97,31,28,7,13,18
S00127926,104,17,34,17,14,22
S00127927,153,32,42,24,18,37
S00127928,126,35,30,26,10,25
S00127929,84,18,23,6,10,27
S00127930,59,21,23,4,6,5
S00127931,57,14,26,6,9,2
S00127932,73,23,17,9,11,13
S00127933,108,10,19,21,13,45
S00127934,115,16,14,19,12,54
S00127935,106,11,13,20,10,52
S00127936,74,34,24,8,3,5
S00127937,103,34,20,12,9,28
S00127938,102,16,18,16,12,40
S00127939,74,12,9,17,15,21
S00127940,109,16,22,19,17,35
S00127941,89,11,17,12,13,36
S00127942,58,26,17,7,5,3
S00127943,66,41,13,2,5,5
S00127944,69,11,17,7,15,19
S00127945,102,41,31,6,12,12
S00127946,80,18,29,12,10,11
S00127947,176,93,30,11,20,22
S00127948,85,36,27,6,8,8
S00127949,71,34,13,10,4,10
S00127950,57,13,16,15,5,8
S00127951,63,27,15,7,4,10
S00127952,64,23,15,8,6,12
S00127953,95,44,21,9,9,12
S00127954,93,34,26,10,12,11
S00127955,51,31,9,2,6,3
S00127956,125,50,40,16,4,15
S00127957,78,16,14,10,15,23
S00127958,99,21,24,23,16,15
S00127959,56,23,6,8,6,13
S00127960,55,10,16,11,4,14
S00127961,66,8,18,9,14,17
S00127962,73,22,18,6,8,19
S00127963,43,11,17,5,4,6
S00127964,49,16,7,5,2,19
S00127965,67,13,13,11,6,24
S00127966,79,38,13,10,1,17
S00127967,101,12,18,12,9,50
S00127968,109,27,14,20,11,37
S00127969,92,19,16,12,9,36
S00127970,55,13,10,11,11,10
S00127971,77,12,12,9,10,34
S00127972,86,15,22,19,12,18
S00127973,106,28,26,16,13,23
S00127974,79,17,16,21,6,19
S00127975,120,31,30,21,18,20
S00127976,76,12,21,14,9,20
S00127977,111,25,14,17,14,41
S00127978,109,22,28,24,13,22
S00127979,91,13,22,11,19,26
S00127980,118,23,23,16,11,45
S00127981,120,24,14,22,8,52
S00127982,98,14,16,7,19,42
S00127983,82,18,18,15,9,22
S00127984,81,12,15,19,4,31
S00127985,117,26,27,24,10,30
S00127986,83,13,21,13,19,17
S00127987,73,12,16,9,14,22
S00127988,111,23,18,13,14,43
S00127989,104,20,25,28,12,19
S00127990,124,37,25,20,20,22
S00127991,86,38,19,12,10,7
S00127992,67,26,23,4,8,6
S00127993,124,35,28,27,12,22
S00127994,96,18,24,23,15,16
S00127995,96,30,22,12,11,21
S00127996,98,44,14,8,17,15
S00127997,84,22,28,12,7,15
S00127998,67,33,21,6,4,3
S00127999,37,15,14,2,2,4
S00128000,100,21,41,16,14,8
S00128001,84,20,31,12,8,13
S00128002,92,30,29,14,13,6
S00128003,65,24,24,6,4,7
S00128004,108,47,39,11,9,2
S00128005,71,23,18,14,6,10
S00128006,88,28,31,16,6,7
S00128007,65,23,17,13,5,7
S00128008,61,34,10,8,5,4
S00128009,89,43,26,5,4,11
S00128010,93,45,23,11,6,8
S00128011,103,40,26,13,14,10
S00128012,93,38,25,10,12,8
S00128013,54,12,31,3,4,4
S00128014,155,96,30,11,8,10
S00128015,135,60,30,21,13,11
S00128016,84,34,25,11,6,8
S00128017,66,24,17,9,8,8
S00128018,85,35,33,10,0,7
S00128019,73,45,11,8,5,4
S00128020,83,44,20,9,5,5
S00128021,56,15,10,13,9,9
S00128022,68,37,12,10,5,4
S00128023,61,27,14,8,8,4
S00128024,69,26,18,12,6,7
S00128025,90,37,20,7,10,16
S00128026,100,31,32,11,14,12
S00128027,104,34,34,10,10,16
S00128028,52,13,18,7,10,4
S00128029,107,27,30,18,12,20
S00128030,59,19,21,4,5,10
S00128031,94,46,23,13,3,9
S00128032,87,43,23,9,5,7
S00128033,56,42,8,5,0,1
S00128034,95,23,17,10,18,27
S00128035,110,7,30,16,24,33
S00128036,85,19,26,11,9,20
S00128037,55,12,13,11,9,10
S00128038,56,41,10,2,3,0
S00128039,126,73,27,9,7,10
S00128040,42,32,7,2,1,0
S00128041,44,21,14,5,2,2
S00128042,72,11,19,13,11,18
S00128043,65,27,16,5,10,7
S00128044,101,31,31,11,13,15
S00128045,82,12,29,14,11,16
S00128046,107,38,33,13,13,10
S00128047,80,32,14,10,11,13
S00128048,65,23,17,7,9,9
S00128049,67,30,13,6,5,13
S00128050,77,33,18,4,10,12
S00128051,63,13,20,9,8,13
S00128052,86,30,17,15,15,9
S00128053,102,31,32,9,13,17
S00128054,77,14,13,14,14,22
S00128055,133,42,24,15,20,32
S00128056,54,10,14,9,6,15
S00128057,119,22,42,13,19,23
S00128058,147,16,27,22,24,58
S00128059,93,3,19,20,17,34
S00128060,76,21,18,7,6,24
S00128061,79,42,15,8,5,9
S00128062,83,41,18,7,7,10
S00128063,74,44,16,4,5,5
S00128064,88,19,28,18,7,16
S00128065,62,19,21,5,8,9
S00128066,99,40,32,7,14,6
S00128067,71,35,18,7,3,8
S00128068,77,27,16,11,9,14
S00128069,69,50,9,4,2,4
S00128070,63,38,7,6,5,7
S00128071,59,16,14,13,9,7
S00128072,130,13,22,25,24,46
S00128073,67,33,15,2,7,10
S00128074,73,18,17,14,10,14
S00128075,76,34,15,7,6,14
S00128076,80,33,22,6,10,9
S00128077,99,40,26,9,10,14
S00128078,75,46,11,1,5,12
S00128079,61,33,13,4,2,9
S00128080,88,31,23,8,16,10
S00128081,55,28,11,6,5,5
S00128082,70,31,17,10,6,6
S00128083,79,27,24,10,10,8
S00128084,102,39,29,11,9,14
S00128085,67,14,26,11,5,11
S00128086,52,19,19,2,8,4
S00128087,100,41,25,9,14,11
S00128088,80,31,21,7,13,8
S00128089,68,34,22,3,4,5
S00128090,81,35,23,11,8,4
S00128091,75,36,17,7,8,7
S00128092,75,22,19,14,6,14
S00128093,80,29,21,7,14,9
S00128094,78,34,20,9,8,7
S00128095,79,23,22,10,11,13
S00128096,78,34,23,5,7,9
S00128097,99,40,31,11,10,7
S00128098,115,51,15,12,12,25
S00128099,65,27,12,13,4,9
S00128100,92,41,30,6,7,8
S00128101,100,35,30,16,9,10
S00128102,78,41,21,4,3,9
S00128103,74,39,11,5,9,10
S00128104,87,40,20,8,5,14
S00128105,72,40,12,6,7,7
S00128106,57,22,9,10,8,8
S00128107,59,23,23,6,3,4
S00128108,123,47,41,14,7,14
S00128109,93,49,17,7,11,9
S00128110,91,30,25,11,16,9
S00128111,111,35,40,10,14,12
S00128112,154,47,58,16,19,14
S00128113,105,44,35,2,10,14
S00128114,87,48,23,12,2,2
S00128115,86,25,23,11,15,12
S00128116,71,28,14,11,10,8
S00128117,77,24,15,14,7,17
S00128118,120,32,23,22,19,24
S00128119,84,17,15,18,13,21
S00128120,100,22,28,13,12,25
S00128121,99,34,21,15,11,18
S00128122,99,27,21,17,16,18
S00128123,104,36,25,18,13,12
S00128124,95,17,24,11,13,30
S00128125,135,54,46,12,10,13
S00128126,70,33,15,9,5,8
S00128127,93,13,15,15,24,26
S00128128,78,11,17,15,14,21
S00128129,152,89,21,11,9,22
S00128130,43,2,18,9,4,10
S00128131,75,22,23,6,14,10
S00128132,81,13,27,9,12,20
S00128133,104,28,17,14,5,40
S00128134,69,30,17,5,11,6
S00128135,78,26,25,12,5,10
S00128136,98,48,18,10,8,14
S00128137,135,45,35,18,14,23
S00128138,44,19,10,6,1,8
S00128139,87,20,20,16,15,16
S00128140,76,24,19,10,14,9
S00128141,84,35,21,9,10,9
S00128142,60,35,9,6,5,5
S00128143,57,34,9,4,2,8
S00128144,159,25,46,20,25,43
S00128145,86,21,16,15,12,22
S00128146,109,43,29,12,15,10
S00128147,78,26,21,15,9,7
S00128148,79,31,17,4,6,21
S00128149,70,19,15,11,11,14
S00128150,109,15,32,16,13,33
S00128151,121,18,20,18,17,48
S00128152,107,5,25,11,18,48
S00128153,111,10,25,13,16,47
S00128154,110,11,18,20,20,41
S00128155,97,28,31,16,6,16
S00128156,123,37,31,17,19,19
S00128157,105,40,33,16,6,10
S00128158,70,35,17,4,9,5
S00128159,66,34,9,7,8,8
S00128160,74,34,17,6,11,6
S00128161,102,46,31,9,9,7
S00128162,85,27,20,12,6,20
S00128163,94,29,22,8,12,23
S00128164,69,22,16,6,10,15
S00128165,70,14,17,10,4,25
S00128166,50,12,9,10,6,13
S00128167,67,24,19,5,3,16
S00128168,104,35,38,13,9,9
S00128169,67,26,23,3,3,12
S00128170,111,46,29,15,10,11
S00128171,94,36,21,12,11,14
S00128172,71,26,19,10,11,5
S00128173,91,39,29,9,9,5
S00128174,78,21,27,11,6,13
S00128175,64,21,19,9,3,12
S00128176,110,26,33,17,8,26
S00128177,106,24,26,14,22,20
S00128178,84,37,25,9,7,6
S00128179,72,17,19,7,10,19
S00128180,76,25,31,5,12,3
S00128181,109,47,28,11,11,12
S00128182,69,24,20,7,7,11
S00128183,77,26,31,10,5,5
S00128184,68,33,18,8,5,4
S00128185,205,74,31,29,14,57
S00128186,78,29,15,6,6,22
S00128187,89,26,18,16,9,20
S00128188,91,19,20,20,9,23
S00128189,87,29,20,9,5,24
S00128190,113,44,24,13,15,17
S00128191,71,27,17,8,7,12
S00128192,88,28,17,15,18,10
S00128193,77,23,20,9,9,16
S00128194,96,39,16,10,12,19
S00128195,104,41,25,10,11,17
S00128196,105,41,28,12,12,12
S00128197,133,54,28,12,19,20
S00128198,114,51,27,21,6,9
S00128199,68,14,27,8,12,7
S00128200,67,21,17,12,8,9
S00128201,106,45,23,13,8,17
S00128202,81,34,17,11,11,8
S00128203,91,33,18,13,12,15
S00128204,66,32,12,5,11,6
S00128205,130,51,40,14,12,13
S00128206,135,46,39,20,20,10
S00128207,57,27,10,8,10,2
S00128208,53,18,16,9,8,2
S00128209,50,14,11,7,6,12
S00128210,98,19,20,17,10,32
S00128211,86,29,13,11,18,15
S00128212,69,11,14,22,9,13
S00128213,72,14,6,14,11,27
S00128214,64,29,9,9,3,14
S00128215,48,22,11,4,4,7
S00128216,75,21,19,9,11,15
S00128217,83,32,19,8,11,13
S00128218,76,25,24,12,5,10
S00128219,68,32,13,3,9,11
S00128220,106,59,22,5,7,13
S00128221,91,40,16,11,9,15
S00128222,57,15,18,10,8,6
S00128223,44,18,9,6,5,6
S00128224,90,12,23,20,13,22
S00128225,114,25,20,21,18,30
S00128226,106,31,28,17,19,11
S00128227,102,27,22,21,8,24
S00128228,140,36,33,18,15,38
S00128229,124,29,25,20,11,39
S00128230,98,48,15,9,10,16
S00128231,73,40,10,3,9,11
S00128232,87,32,17,10,5,23
S00128233,103,37,20,17,10,19
S00128234,81,31,11,10,15,14
S00128235,85,38,21,9,7,10
S00128236,122,36,21,17,15,33
S00128237,105,34,20,13,13,25
S00128238,106,32,24,11,10,29
S00128239,128,34,30,21,13,30
S00128240,106,25,23,26,8,24
S00128241,102,24,26,16,9,27
S00128242,157,34,40,34,18,31
S00128243,99,26,15,16,8,34
S00128244,102,26,32,15,12,17
S00128245,79,16,16,13,11,23
S00128246,107,20,28,15,21,23
S00128247,85,28,19,12,12,14
S00128248,65,10,18,11,8,18
S00128249,57,18,17,7,7,8
S00128250,90,16,20,26,11,17
S00128251,142,42,27,23,26,24
S00128252,152,30,43,30,13,36
S00128253,121,30,28,24,9,30
S00128254,140,46,25,17,19,33
S00128255,164,40,45,27,20,32
S00128256,110,16,20,22,16,36
S00128257,129,36,17,15,16,45
S00128258,84,8,19,10,16,31
S00128259,81,22,27,7,12,13
S00128260,77,24,8,19,7,19
S00128261,136,22,30,19,14,51
S00128262,97,31,17,15,9,25
S00128263,86,42,14,9,6,15
S00128264,125,43,34,16,11,21
S00128265,138,19,28,24,13,54
S00128266,146,16,19,21,20,70
S00128267,116,29,31,11,5,40
S00128268,117,37,12,17,7,44
S00128269,77,29,15,9,6,18
S00128270,99,15,23,18,9,34
S00128271,105,19,24,26,9,27
S00128272,110,31,31,18,8,22
S00128273,104,19,24,17,16,28
S00128274,109,20,38,17,12,22
S00128275,119,30,26,13,13,37
S00128276,95,20,29,16,13,17
S00128277,120,16,11,21,17,55
S00128278,92,5,19,18,6,44
S00128279,108,9,22,10,16,51
S00128280,153,18,23,31,19,62
S00128281,99,7,11,17,6,58
S00128282,67,3,10,11,7,36
S00128283,78,4,9,10,11,44
S00128284,79,5,6,7,8,53
S00128285,85,7,5,10,4,59
S00128286,76,29,22,10,8,7
S00128287,81,23,19,18,9,12
S00128288,87,38,25,6,3,15
S00128289,89,19,14,14,14,28
S00128290,67,5,6,14,6,36
S00128291,113,42,26,17,9,19
S00128292,106,25,42,18,12,9
S00128293,104,29,15,11,15,34
S00128294,71,27,20,9,5,10
S00128295,128,37,31,20,13,27
S00128296,115,27,28,16,8,36
S00128297,80,30,18,2,12,18
S00128298,126,23,33,13,13,44
S00128299,70,26,14,10,8,12
S00128300,90,11,20,16,14,29
S00128301,85,8,5,16,6,50
S00128302,119,15,15,19,14,56
S00128303,105,12,16,20,6,51
S00128304,65,9,10,8,9,29
S00128305,138,21,15,28,18,56
S00128306,89,9,7,12,9,52
S00128307,65,1,10,12,9,33
S00128308,110,9,16,16,7,62
S00128309,148,16,23,22,20,67
S00128310,129,11,16,26,20,56
S00128311,99,8,22,17,21,31
S00128312,88,21,19,22,6,20
S00128313,120,14,35,21,11,39
S00128314,106,10,20,22,21,33
S00128315,54,10,15,6,8,15
S00128316,83,32,16,11,8,16
S00128317,116,32,20,22,13,29
S00128318,95,11,24,13,8,39
S00128319,126,18,22,25,13,48
S00128320,127,13,21,25,14,54
S00128321,86,11,17,15,13,30
S00128322,144,11,38,30,24,41
S00128323,140,15,31,20,12,62
S00128324,136,22,23,26,10,55
S00128325,125,13,14,16,14,68
S00128326,137,12,20,26,16,63
S00128327,113,13,15,18,12,55
S00128328,93,15,14,13,9,42
S00128329,81,15,15,13,7,31
S00128330,66,20,19,9,3,15
S00128331,96,20,20,14,9,33
S00128332,109,21,26,17,9,36
S00128333,94,40,16,13,9,16
S00128334,100,19,29,18,7,27
S00128335,63,23,9,9,4,18
S00128336,160,18,32,37,14,59
S00128337,119,11,21,31,14,42
S00128338,100,3,15,26,10,46
S00128339,145,26,38,19,16,46
S00128340,123,21,25,21,19,37
S00128341,88,12,19,21,6,30
S00128342,101,11,25,19,13,33
S00128343,124,27,39,23,20,15
S00128344,99,36,29,12,10,12
S00128345,83,21,19,19,8,16
S00128346,108,31,39,13,12,13
S00128347,75,27,18,14,7,9
S00128348,74,23,18,14,10,9
S00128349,109,40,28,14,10,17
S00128350,121,38,29,15,23,16
S00128351,83,30,24,10,10,9
S00128352,84,15,24,13,18,14
S00128353,70,23,19,14,5,9
S00128354,132,33,45,19,18,17
S00128355,121,36,31,19,15,20
S00128356,116,29,39,17,13,18
S00128357,125,16,32,28,13,36
S00128358,115,21,24,20,12,38
S00128359,125,25,29,16,12,43
S00128360,135,17,36,33,16,33
S00128361,130,18,28,29,14,41
S00128362,129,44,38,10,18,19
S00128363,94,37,19,15,12,11
S00128364,74,40,9,10,7,8
S00128365,86,19,24,13,13,17
S00128366,117,26,26,20,17,28
S00128367,94,24,26,17,11,16
S00128368,64,26,19,9,7,3
S00128369,117,28,35,21,21,12
S00128370,149,42,41,17,27,22
S00128371,97,31,30,13,12,11
S00128372,117,40,27,20,13,17
S00128373,116,78,10,8,9,11
S00128374,77,30,16,12,7,12
S00128375,148,44,50,20,15,19
S00128376,120,44,23,18,13,22
S00128377,90,29,27,13,12,9
S00128378,153,59,40,22,11,21
S00128379,98,34,23,12,5,24
S00128380,79,31,22,10,6,10
S00128381,122,47,34,21,6,14
S00128382,136,46,28,27,11,24
S00128383,115,19,34,18,22,22
S00128384,128,24,37,21,18,28
S00128385,100,26,23,22,10,19
S00128386,92,29,21,10,15,17
S00128387,87,20,25,20,8,14
S00128388,80,18,17,13,11,21
S00128389,87,23,24,15,6,19
S00128390,92,14,22,13,16,27
S00128391,122,44,28,16,20,14
S00128392,131,20,23,29,13,46
S00128393,147,10,36,41,20,40
S00128394,51,15,10,10,5,11
S00128395,74,10,14,22,12,16
S00128396,80,9,22,22,10,17
S00128397,73,23,18,8,12,12
S00128398,111,47,26,14,12,12
S00128399,107,24,38,19,10,16
S00128400,104,36,22,15,11,20
S00128401,104,35,20,21,15,13
S00128402,58,20,12,9,4,13
S00128403,125,10,24,25,15,51
S00128404,118,15,21,19,14,49
S00128405,90,14,18,15,8,35
S00128406,133,12,33,24,20,44
S00128407,158,42,48,34,13,21
S00128408,81,22,22,10,6,21
S00128409,69,22,16,6,10,15
S00128410,58,15,12,10,4,17
S00128411,174,68,38,19,14,35
S00128412,74,28,20,11,9,6
S00128413,90,15,24,12,13,26
S00128414,84,30,16,12,8,18
S00128415,131,33,23,27,16,32
S00128416,97,30,19,11,12,25
S00128417,89,40,21,13,4,11
S00128418,89,17,26,13,15,18
S00128419,85,21,15,17,7,25
S00128420,113,13,21,30,15,34
S00128421,129,19,22,29,14,45
S00128422,155,28,34,22,22,49
S00128423,159,24,39,27,20,49
S00128424,124,15,19,20,19,51
S00128425,176,14,35,40,21,66
S00128426,127,19,31,22,17,38
S00128427,126,16,21,23,11,55
S00128428,105,12,20,20,13,40
S00128429,145,19,29,27,17,53
S00128430,133,19,22,20,25,47
S00128431,98,18,15,16,13,36
S00128432,81,15,15,10,7,34
S00128433,55,16,6,11,1,21
S00128434,76,25,19,10,11,11
S00128435,105,17,18,17,22,31
S00128436,110,24,22,14,13,37
S00128437,72,31,20,7,9,5
S00128438,97,21,23,15,13,25
S00128439,85,26,24,15,6,14
S00128440,121,22,25,20,15,39
S00128441,128,22,23,15,12,56
S00128442,72,11,15,12,10,24
S00128443,93,18,24,13,11,27
S00128444,161,34,35,27,22,43
S00128445,123,23,16,27,14,43
S00128446,114,21,27,16,18,32
S00128447,167,7,32,32,23,73
S00128448,153,12,25,25,17,74
S00128449,112,10,13,16,8,65
S00128450,146,13,22,32,18,61
S00128451,147,9,22,22,21,73
S00128452,113,13,17,18,20,45
S00128453,83,35,24,9,4,11
S00128454,104,35,27,13,12,17
S00128455,79,25,29,11,7,7
S00128456,142,15,36,26,24,41
S00128457,56,25,14,8,4,5
S00128458,110,22,18,17,15,38
S00128459,47,12,15,5,6,9
S00128460,83,16,17,14,17,19
S00128461,57,13,17,5,7,15
S00128462,70,29,23,7,4,7
S00128463,100,34,21,14,16,15
S00128464,63,20,21,13,5,4
S00128465,73,28,16,10,12,7
S00128466,87,37,18,16,6,10
S00128467,52,12,10,6,6,18
S00128468,101,22,16,9,18,36
S00128469,75,2,12,11,6,44
S00128470,90,6,15,11,9,49
S00128471,70,14,19,10,7,20
S00128472,51,4,9,6,5,27
S00128473,131,37,12,14,15,53
S00128474,100,10,16,15,12,47
